# z uu uv uw vv vw ww TKE
5.000000000000000000e+00 3.384480062560251551e-02 -3.805168581558026177e-04 4.969101211190760699e-04 2.362426139063055625e-02 1.655791649808933431e-03 2.984266973729238475e-03 3.022666449498115360e-02
1.500000000000000000e+01 3.575417822979057997e-02 6.249157691614741147e-03 3.571627522265614398e-03 5.950143630850122933e-02 1.466411220801999704e-02 1.640876747694274690e-02 5.583219100761728504e-02
2.500000000000000000e+01 3.589213711176347799e-02 9.406415799992235219e-03 5.569042798078329727e-03 7.128236384699845885e-02 2.310839415717368117e-02 2.574460509291486357e-02 6.645955302583840540e-02
3.500000000000000000e+01 3.638402398020554318e-02 1.082048790290775914e-02 5.722832678075552050e-03 7.213226003755579541e-02 2.342628057027841895e-02 2.809001295342123533e-02 6.830314848559128349e-02
4.500000000000000000e+01 3.635505649778976445e-02 1.124297269752814327e-02 5.830328618171483693e-03 6.468524126525576623e-02 1.980461545612871924e-02 2.616932253266658973e-02 6.360481014785605847e-02
5.500000000000000000e+01 3.597962339319383390e-02 1.122856061249383024e-02 5.233104060603888802e-03 5.717206817761671944e-02 1.508463136490057095e-02 2.229263521792488809e-02 5.772216339436771898e-02
6.500000000000000000e+01 3.401151809733293785e-02 1.027046259723973960e-02 4.052636988410879271e-03 4.846180273976457425e-02 1.017765607116386667e-02 1.800885514763543929e-02 5.024108799236647743e-02
7.500000000000000000e+01 3.095407504434685361e-02 9.178349448656406007e-03 3.058439919229070502e-03 4.098707975462981962e-02 6.151006160290264230e-03 1.435215359418874626e-02 4.314665419658270801e-02
8.500000000000000000e+01 2.742772340001603179e-02 7.661445896926674659e-03 1.767363437551215406e-03 3.273880802964299064e-02 3.284360900329146363e-03 1.181676871099074030e-02 3.599165007032488484e-02
9.500000000000000000e+01 2.319603368703456250e-02 5.766862708839968696e-03 1.017182614484575575e-03 2.530695458219245700e-02 1.623897416555015755e-03 1.055665535054145163e-02 2.952982180988423383e-02
1.050000000000000000e+02 1.953417683516906270e-02 3.505172163600698935e-03 6.837329619821162991e-04 1.966423140188279170e-02 9.919337718610054134e-04 1.000645337026942125e-02 2.460243080366063956e-02
1.150000000000000000e+02 1.691833982368731379e-02 1.344430768156874021e-03 5.510315237657638365e-04 1.627674642232270624e-02 6.800518702917644201e-04 9.498128036324856097e-03 2.134660714116743546e-02
1.250000000000000000e+02 1.574841593120126712e-02 -2.000328651112624715e-05 6.036931468730941802e-04 1.376743260774659916e-02 5.282640941537668916e-04 8.609114815103294932e-03 1.906248167702558061e-02
1.350000000000000000e+02 1.646810519185801583e-02 -1.381706764374407209e-03 8.104304347398112122e-04 1.180939146248906162e-02 3.797057702632103491e-04 7.364582305694622986e-03 1.782103948002084978e-02
1.450000000000000000e+02 1.871390326968093085e-02 -2.419525254089540701e-03 1.331386792682400129e-03 1.168264118880922749e-02 1.556281453592007450e-04 6.365930341348671230e-03 1.838123739991941522e-02
1.550000000000000000e+02 1.842181703615496449e-02 -2.400286266221096990e-03 1.206812658105833750e-03 1.110969613933231875e-02 1.041765576990722532e-04 5.643781326417930504e-03 1.758764725095260731e-02
1.650000000000000000e+02 1.498239167549266643e-02 -2.035976202027748802e-03 6.067408586584138296e-04 9.330751625568557001e-03 1.579505988848220683e-04 5.100210637748760038e-03 1.470667696940499217e-02
