# z uu uv uw vv vw ww TKE
5.000000000000000000e+00 7.705542242217570947e-02 -3.517802424637753340e-03 4.334698748307973422e-04 6.080779573019427786e-02 2.244137358491759930e-03 5.688826356298651299e-03 7.177602225433432626e-02
1.500000000000000000e+01 7.270004893157616666e-02 2.159886304485359419e-03 3.114614923759364933e-03 1.018859479290207259e-01 1.761426439634520419e-02 3.104787612480559497e-02 1.028169364927012386e-01
2.500000000000000000e+01 7.175085479038791070e-02 6.797937808785120897e-03 5.562257072250613617e-03 1.177826553280950650e-01 3.142412339052712972e-02 5.046388622859825090e-02 1.199986981735406133e-01
3.500000000000000000e+01 7.582632932371947965e-02 1.019998386684065929e-02 6.903793947393844013e-03 1.355565693123680915e-01 3.883700819711225632e-02 6.106353619382560993e-02 1.362232174149565767e-01
4.500000000000000000e+01 7.871742893416269760e-02 1.025846883905910320e-02 8.534470579378379204e-03 1.361602628082665412e-01 4.054262584723749424e-02 6.625761410510280780e-02 1.405676529237660233e-01
5.500000000000000000e+01 8.259763760113762732e-02 1.519532235898725381e-02 9.264660321562083467e-03 1.435927560511752465e-01 4.115264110074810799e-02 6.797731187041657075e-02 1.470838527613647084e-01
6.500000000000000000e+01 8.619209971937215331e-02 1.668337344107978862e-02 1.086213585870450180e-02 1.404594208938863276e-01 4.001335286460207252e-02 6.683645747759039968e-02 1.467439890454244611e-01
7.500000000000000000e+01 9.223432589869254294e-02 2.028978770450010419e-02 1.316010237736675581e-02 1.428758008943914193e-01 4.057150070891964166e-02 6.362746842787991852e-02 1.493687976104819404e-01
8.500000000000000000e+01 9.350340589714259409e-02 2.597205747424098307e-02 1.566842408838164252e-02 1.485016968217897637e-01 4.158188903106367629e-02 6.048847622234167221e-02 1.512467894706370219e-01
9.500000000000000000e+01 9.588999996856725772e-02 3.069408257440685989e-02 1.850473382117811746e-02 1.518022820534399575e-01 4.080213757502772209e-02 5.708574722600604640e-02 1.523890146240066412e-01
1.050000000000000000e+02 9.624416413222559863e-02 3.103725795628896680e-02 2.019901703233787857e-02 1.456144925476149099e-01 3.755444226985307082e-02 5.347997300044653179e-02 1.476693148401435340e-01
1.150000000000000000e+02 9.425597565372320630e-02 3.291500042783259555e-02 2.024241517314502234e-02 1.458026389455593375e-01 3.469832761804569204e-02 5.046693165017755028e-02 1.452627731247300436e-01
1.250000000000000000e+02 9.044006662047546219e-02 3.304070789876037417e-02 1.793765296770479314e-02 1.358258781889163935e-01 3.016923529163251932e-02 4.740764179651508342e-02 1.368367933029534800e-01
1.350000000000000000e+02 8.531274086041192029e-02 3.760324029163283899e-02 1.479997255133543022e-02 1.278540592189890968e-01 2.444191096987308881e-02 4.411055951882228432e-02 1.286386797991116437e-01
1.450000000000000000e+02 7.588080407587870224e-02 2.887966872773727739e-02 1.066147785183308404e-02 1.100418161993867994e-01 1.757982259080002538e-02 3.984048138590944727e-02 1.128815508305874848e-01
1.550000000000000000e+02 6.610096964097190997e-02 2.477896825327616931e-02 7.596519283237043556e-03 9.240587457153284778e-02 1.009008930254478263e-02 3.585159740808320505e-02 9.717922081029398140e-02
1.650000000000000000e+02 5.430490720862733017e-02 1.989808905481837281e-02 3.796203932131013599e-03 7.482964102256839389e-02 3.841077245805472797e-03 3.242629894872933044e-02 8.078042358996252725e-02
1.750000000000000000e+02 4.326307314467332799e-02 1.311593763337268181e-02 1.382500879017327074e-03 5.684520455584376325e-02 1.202595224315141211e-03 2.847465957326005340e-02 6.429146863688857405e-02
1.850000000000000000e+02 3.543461982313093894e-02 9.149719421119754253e-03 -2.098908926383347606e-04 3.925606691975538909e-02 1.034335915084260695e-03 2.411606732151730728e-02 4.940337703220181592e-02
1.950000000000000000e+02 3.366156858226029142e-02 6.408191689000229847e-03 3.486062522822248443e-04 3.198264661312343049e-02 2.135429193737163785e-03 1.950115248457633468e-02 4.257268383998002309e-02
2.050000000000000000e+02 3.216612374945911068e-02 6.106318534758352519e-03 2.588651175865586389e-03 2.764991845819026600e-02 3.664545708863867299e-03 1.581103809249772077e-02 3.781354015007355046e-02
2.150000000000000000e+02 3.203543755484572486e-02 5.890917660778464786e-03 2.954669026336345910e-03 2.429789728932835527e-02 3.612578728837732758e-03 1.335857135882929925e-02 3.484595310150168795e-02
2.250000000000000000e+02 2.940984674022103368e-02 5.071037562654851991e-03 1.657732276657273348e-03 2.144206588955787501e-02 2.366900247501208237e-03 1.151365020327143641e-02 3.118278141652517169e-02
2.350000000000000000e+02 2.637540106670744483e-02 5.449314178462905285e-03 1.145003512792556587e-03 1.948619375499580086e-02 1.581011822555034073e-03 9.992062853953740525e-03 2.792682883782849484e-02
