# z uT vT wT
5.000000000000000000e+00 5.532567386621469005e-05 -2.205690705663943571e-04 6.114450940163330874e-04
1.500000000000000000e+01 4.393059881338933631e-04 1.135273171609941980e-03 2.091651164538634380e-03
2.500000000000000000e+01 2.461118688402103103e-04 1.521526300310567905e-03 2.385338738654931359e-03
3.500000000000000000e+01 -1.072193803320796912e-04 1.096995011983099974e-03 1.715214923928727207e-03
4.500000000000000000e+01 -5.338565956647205440e-04 2.555031880287669506e-04 1.062733169392474173e-03
5.500000000000000000e+01 -1.112643619476920030e-03 -7.063936983860176749e-04 2.211165802538508159e-04
6.500000000000000000e+01 -1.678674614862410777e-03 -1.661586474514209879e-03 -7.090536131889616997e-04
7.500000000000000000e+01 -2.618793222247295990e-03 -2.712259109349224404e-03 -1.660029612601671796e-03
8.500000000000000000e+01 -4.124235709477830185e-03 -3.899431317169692497e-03 -2.675549077442568140e-03
9.500000000000000000e+01 -5.223839548703207089e-03 -4.880218807956390563e-03 -3.253582524804610882e-03
1.050000000000000000e+02 -6.212022832549190382e-03 -5.205614997136083673e-03 -3.415042310489428082e-03
1.150000000000000000e+02 -7.276912856735528838e-03 -5.508881596677892185e-03 -3.487550191389641834e-03
1.250000000000000000e+02 -7.650636319950164174e-03 -5.191555064125688741e-03 -3.236170200438688669e-03
1.350000000000000000e+02 -8.105959853483104757e-03 -4.603316861725310558e-03 -2.695211093643067133e-03
1.450000000000000000e+02 -8.827051186866030283e-03 -3.918643345220976237e-03 -1.628873208339804259e-03
1.550000000000000000e+02 -9.147568860170747149e-03 -3.647299039684671895e-03 -1.616127972154437651e-03
1.650000000000000000e+02 -8.500005231043657877e-03 -1.896705630213553050e-03 -2.623876474079686345e-03
1.750000000000000000e+02 -6.033898406976676530e-03 -7.104726558731262872e-04 -2.014656173064222327e-03
1.850000000000000000e+02 -1.228629525192389540e-03 9.800680378496547888e-04 -7.760442960958181509e-04
1.950000000000000000e+02 -6.614608226779001947e-04 2.193295914573152507e-03 -3.792664717831384371e-06
2.050000000000000000e+02 -5.132955567702979921e-03 2.062851493023561741e-03 4.059026923747750576e-04
2.150000000000000000e+02 -6.639348935238868765e-03 1.547589596508880307e-03 -2.242318953288630794e-04
2.250000000000000000e+02 -6.173480792950867581e-03 1.886432962086083062e-03 -5.094102154942008968e-04
2.350000000000000000e+02 -5.400587990630073727e-03 1.659409271830868506e-03 -4.036717459219098291e-04
2.450000000000000000e+02 -5.640968159916674197e-03 2.301936917936227116e-03 -5.326665832111452835e-04
2.550000000000000000e+02 -5.124624434347516654e-03 2.134138844775725335e-03 -2.551867620818119549e-04
2.650000000000000000e+02 -4.762598727282326208e-03 2.295473635836921007e-03 -1.845059187490483935e-04
2.750000000000000000e+02 -4.506469712187799112e-03 2.046977930502968685e-03 -2.516982042140983918e-04
2.850000000000000000e+02 -5.157638825829299889e-03 2.664401609795463959e-03 -2.847382304896130018e-04
2.950000000000000000e+02 -5.278418579085912901e-03 2.949559566755546175e-03 -3.094730408098943599e-04
3.050000000000000000e+02 -5.052445679068520192e-03 2.598474029965469698e-03 -3.525223581925737704e-04
3.150000000000000000e+02 -4.762026424624611447e-03 2.479423627962030596e-03 -3.287900217204974451e-04
3.250000000000000000e+02 -4.785885284534029289e-03 2.444915847107876662e-03 -1.221950569178034966e-04
3.350000000000000000e+02 -4.797800405131229413e-03 2.600811879755469611e-03 -1.193703576499314167e-04
3.450000000000000000e+02 -4.596124714457491475e-03 3.078290130902375330e-03 -2.025162016817747392e-04
3.550000000000000000e+02 -5.093500963260054991e-03 3.053219043402854906e-03 -1.337102772301864448e-04
3.650000000000000000e+02 -4.423162455438539760e-03 3.222985025457333983e-03 -8.119527843935617759e-05
3.750000000000000000e+02 -4.112333857211044469e-03 2.922498798844242428e-03 -9.909313316002283853e-05
3.850000000000000000e+02 -3.955829226022604395e-03 2.420986863100299102e-03 -1.426994558958308355e-04
3.950000000000000000e+02 -4.178280096234190250e-03 2.275680305786293833e-03 -2.336688397545014771e-04
4.050000000000000000e+02 -4.221258139924227021e-03 2.921477403126654902e-03 -2.780354235978054768e-04
4.150000000000000000e+02 -4.808775694119173973e-03 3.842317786384484048e-03 -1.687301171143467770e-04
4.250000000000000000e+02 -4.731271124007052457e-03 2.741471997462026269e-03 -1.383966657406020717e-04
4.350000000000000000e+02 -4.608175562115085326e-03 3.122539785451248877e-03 -8.255022138338327192e-06
4.450000000000000000e+02 -3.894686267904858522e-03 2.544106561985307220e-03 -4.440848122322481469e-05
4.550000000000000000e+02 -3.522002284510714239e-03 2.646341666286415335e-03 -1.006519530812985164e-04
4.650000000000000000e+02 -3.895613074823712357e-03 2.347737133057328524e-03 -2.627749758446553145e-04
4.750000000000000000e+02 -4.109135303607821046e-03 3.176698698690917557e-03 -7.498463895809571512e-05
4.850000000000000000e+02 -3.888404963518850462e-03 2.621252658168593541e-03 -4.322095507289069720e-05
4.950000000000000000e+02 -4.209072166064481944e-03 2.676695848584964652e-03 -4.084912924451009346e-04
5.050000000000000000e+02 -4.024746392710647908e-03 3.031584087714978872e-03 -2.699741435033910556e-04
5.150000000000000000e+02 -3.143716758617568028e-03 2.088484859929795167e-03 -8.900729709372827750e-05
5.250000000000000000e+02 -3.817024366374150660e-03 2.511117962737340580e-03 -5.235202513724601349e-05
5.350000000000000000e+02 -3.077907680156604601e-03 2.390914305303035951e-03 -2.104697060724618847e-05
5.450000000000000000e+02 -2.730794164257791760e-03 2.158091253945830512e-03 -1.202147323556192210e-04
5.550000000000000000e+02 -2.542943846879100467e-03 1.954754154555437412e-03 -4.717257267598803314e-05
5.650000000000000000e+02 -2.969491441398231651e-03 2.135419948921399302e-03 -6.287457602715949183e-05
5.750000000000000000e+02 -2.848077074828582640e-03 2.731256387310561709e-03 1.529037886957580248e-05
5.850000000000000000e+02 -3.491371909654511496e-03 2.385237843198728842e-03 -1.161234822020657247e-04
