# z uu uv uw vv vw ww TKE
5.000000000000000000e+00 1.105350980988073495e-01 -3.316526917241055441e-03 3.079355836974566460e-04 8.667743387235966879e-02 2.504691181808483061e-03 6.639226591787415754e-03 1.019258792814772135e-01
1.500000000000000000e+01 1.033405137252691591e-01 5.930708139954736849e-04 2.131737276814704273e-03 1.368383718155421480e-01 1.975425982477900522e-02 3.619992821276146050e-02 1.381894068767863804e-01
2.500000000000000000e+01 9.967794134503614456e-02 2.658928386224100517e-03 3.814069875752886234e-03 1.535964585861542830e-01 3.478128251567885049e-02 5.917919314700195027e-02 1.562267965390961855e-01
3.500000000000000000e+01 1.012726576034333331e-01 5.097430509998075038e-03 5.076673451319610453e-03 1.707620573426229804e-01 4.359591394734575048e-02 7.243854402636559775e-02 1.722366294862109348e-01
4.500000000000000000e+01 1.029967100393224949e-01 6.710876698423545728e-03 6.439755817324489470e-03 1.693555181841435719e-01 4.616620010959403969e-02 7.957097961542476672e-02 1.759616039194454029e-01
5.500000000000000000e+01 1.052244970237446731e-01 8.103203026485809868e-03 7.668960047966983523e-03 1.745186465976545642e-01 4.834439383469271712e-02 8.305799958376289260e-02 1.814005716025810511e-01
6.500000000000000000e+01 1.070164135572580222e-01 9.521637646874431954e-03 8.849049003363003776e-03 1.766827143487232910e-01 5.074928886377516601e-02 8.433737571587887616e-02 1.840182518109300669e-01
7.500000000000000000e+01 1.092072920290301785e-01 1.161995791119732613e-02 9.786528724936823312e-03 1.822960831905116874e-01 5.265522728281912812e-02 8.420237610264276473e-02 1.878528756610922945e-01
8.500000000000000000e+01 1.111188707131974679e-01 1.446699427068913989e-02 1.103663254743693367e-02 1.864953709876205346e-01 5.407096250340069632e-02 8.290645433485402394e-02 1.902603480178360340e-01
9.500000000000000000e+01 1.124562623650043475e-01 1.655481178435239467e-02 1.194148422275879105e-02 1.890558830550764791e-01 5.357062672394852232e-02 8.049439709590884562e-02 1.910032712579948222e-01
1.050000000000000000e+02 1.138976898404589905e-01 1.823035357663238890e-02 1.267924292711414790e-02 1.873856629748094638e-01 5.156085995649335035e-02 7.717560899690928400e-02 1.892294809060888761e-01
1.150000000000000000e+02 1.134190828107002891e-01 1.954025672614120163e-02 1.251616830316085172e-02 1.845108847028933130e-01 4.837516783265945891e-02 7.330808728577466182e-02 1.856190273996841111e-01
1.250000000000000000e+02 1.110052196768831073e-01 1.964674471399293493e-02 1.209036807918386150e-02 1.775146901755395024e-01 4.413114431607798038e-02 6.914534795941996992e-02 1.788326289059212759e-01
