# z u v w uhoriz
5.000000000000000000e+00 5.469206776470837417e-01 -6.689978067488378422e+00 -3.138970722135938281e-08 6.712296832762499221e+00
1.500000000000000000e+01 5.204034355226051511e-01 -6.730568314871725022e+00 -4.978829911017165132e-08 6.750656973721812726e+00
2.500000000000000000e+01 4.801480408596477401e-01 -6.805870976149867246e+00 -6.034413930243790704e-08 6.822786958797738777e+00
3.500000000000000000e+01 4.530337322782370668e-01 -6.892339474572480640e+00 -6.537514618380226012e-08 6.907212389620867476e+00
4.500000000000000000e+01 4.175310824658803321e-01 -6.964068484623449073e+00 -6.718270096375779030e-08 6.976573805482936486e+00
5.500000000000000000e+01 3.738396863884921872e-01 -7.021589420087968492e+00 -6.680688329978421319e-08 7.031534263260781792e+00
6.500000000000000000e+01 3.267899070283887264e-01 -7.068999486780396246e+00 -6.541114253413361788e-08 7.076548974425113769e+00
7.500000000000000000e+01 2.763237226452333606e-01 -7.106184623178860349e+00 -6.348041464240990715e-08 7.111555012681839649e+00
8.500000000000000000e+01 2.232876943220104826e-01 -7.135672286966491029e+00 -6.172354762988443285e-08 7.139164963874783609e+00
9.500000000000000000e+01 1.675778414024385599e-01 -7.157459595914724915e+00 -5.998715895368708475e-08 7.159421079953384393e+00
1.050000000000000000e+02 1.027456397629492868e-01 -7.176268952773085630e+00 -5.824895994609917238e-08 7.177004441201441765e+00
1.150000000000000000e+02 2.873019624148226425e-02 -7.192056186502840731e+00 -5.634768843778539464e-08 7.192113570709924630e+00
1.250000000000000000e+02 -6.873014655673609363e-02 -7.203871649326640814e+00 -5.476013339766384492e-08 7.204199509523444789e+00
1.350000000000000000e+02 -1.897655986795102334e-01 -7.211706062965302699e+00 -5.461146448400668383e-08 7.214202334357742608e+00
1.450000000000000000e+02 -3.605314094895102905e-01 -7.213481445630312017e+00 -5.243074837046868663e-08 7.222485546104005394e+00
1.550000000000000000e+02 -5.810850247979872929e-01 -7.209080717269304550e+00 -4.973388880949057220e-08 7.232461862612797887e+00
1.650000000000000000e+02 -7.572215121930688797e-01 -7.199390646930791782e+00 -4.459455158327293824e-08 7.239102852263015642e+00
1.750000000000000000e+02 -8.885484654012895112e-01 -7.184418034246606410e+00 -4.347798613205030181e-08 7.239156087982553167e+00
1.850000000000000000e+02 -1.014119249157209968e+00 -7.162807979851365303e+00 -4.212198695926539552e-08 7.234241909677446181e+00
1.950000000000000000e+02 -1.134346672976103809e+00 -7.134641963289314326e+00 -4.113051656354845421e-08 7.224254862532243138e+00
2.050000000000000000e+02 -1.320576301703937805e+00 -7.084491604328472469e+00 -4.040577614966133762e-08 7.206520870740794393e+00
2.150000000000000000e+02 -1.572319096125577076e+00 -7.012473332917933178e+00 -3.971818877933905919e-08 7.186582608230861702e+00
2.250000000000000000e+02 -1.820490493364630868e+00 -6.936911168669827710e+00 -3.920904399103950120e-08 7.171814428611995140e+00
2.350000000000000000e+02 -2.065196840341489537e+00 -6.857492940653801661e+00 -3.870908764267263400e-08 7.161720981752444537e+00
2.450000000000000000e+02 -2.298335756314956235e+00 -6.772902329568703195e+00 -3.856489831353157027e-08 7.152241132304824944e+00
2.550000000000000000e+02 -2.519977805288594830e+00 -6.682952733975112025e+00 -3.825716464474538158e-08 7.142278724867334283e+00
2.650000000000000000e+02 -2.741241081148938719e+00 -6.592584540060715703e+00 -3.762478081236893496e-08 7.139788062878769104e+00
2.750000000000000000e+02 -2.962156459413014087e+00 -6.501818932202667156e+00 -3.641871567860798483e-08 7.144789732188853826e+00
2.850000000000000000e+02 -3.179210584680995488e+00 -6.401252665443547762e+00 -3.514855390523747042e-08 7.147266304580780272e+00
2.950000000000000000e+02 -3.392513582563726260e+00 -6.290848890069963062e+00 -3.513590205488559056e-08 7.147302159946356426e+00
3.050000000000000000e+02 -3.604193268550930807e+00 -6.176629511669897710e+00 -3.264620740990253967e-08 7.151290879379705423e+00
3.150000000000000000e+02 -3.814150296335305335e+00 -6.058666156408060388e+00 -2.955693044893095482e-08 7.159272175147353146e+00
3.250000000000000000e+02 -4.024129532066618609e+00 -5.940727612489249410e+00 -2.372968277228467784e-08 7.175365012084257366e+00
3.350000000000000000e+02 -4.234057977649998250e+00 -5.822756962206274700e+00 -2.242006832259269327e-08 7.199426754889810987e+00
3.450000000000000000e+02 -4.444009849598283601e+00 -5.704753469293119217e+00 -2.106024002175176148e-08 7.231420032658760988e+00
3.550000000000000000e+02 -4.648491311228539757e+00 -5.578990271163549508e+00 -2.031883896415852524e-08 7.261790682490425475e+00
3.650000000000000000e+02 -4.847416791594627128e+00 -5.445373769504454842e+00 -1.994189931054724449e-08 7.290373450039490777e+00
3.750000000000000000e+02 -5.046308846389811364e+00 -5.311754528582165236e+00 -1.979747564583955493e-08 7.326661527944716923e+00
3.850000000000000000e+02 -5.245279473764048461e+00 -5.178100071901686974e+00 -1.984164498340364267e-08 7.370595438125653764e+00
3.950000000000000000e+02 -5.444213661062321741e+00 -5.044462369276946134e+00 -1.998890260185900231e-08 7.421998584097735829e+00
4.050000000000000000e+02 -5.636326663171635332e+00 -4.904791234833601798e+00 -2.033106956460749681e-08 7.471623338423854399e+00
4.150000000000000000e+02 -5.821662593571951483e+00 -4.758986774792245633e+00 -2.064662966952575528e-08 7.519289226784829694e+00
4.250000000000000000e+02 -6.006996048947772060e+00 -4.613177364975871164e+00 -2.084351807688303304e-08 7.573995440505616905e+00
4.350000000000000000e+02 -6.192290461150637526e+00 -4.467401212690978340e+00 -2.080549783032366359e-08 7.635583458414294533e+00
4.450000000000000000e+02 -6.377619968233806169e+00 -4.321661621011410048e+00 -2.070566258025507825e-08 7.703946756418917019e+00
4.550000000000000000e+02 -6.553985279340200698e+00 -4.171184870641821085e+00 -2.097330773103735092e-08 7.768751911786042186e+00
4.650000000000000000e+02 -6.721394003591848687e+00 -4.016055019722451824e+00 -2.047512798980066533e-08 7.829804293400848714e+00
4.750000000000000000e+02 -6.888778430548704534e+00 -3.860913889330903181e+00 -1.971708108856841176e-08 7.896956649622774549e+00
4.850000000000000000e+02 -7.056111933478758758e+00 -3.705847404387597521e+00 -1.835264638519592748e-08 7.970070300968972177e+00
4.950000000000000000e+02 -7.223554847900532039e+00 -3.550698816802262847e+00 -1.823257035016778174e-08 8.049050051296008590e+00
5.050000000000000000e+02 -7.382521600708092713e+00 -3.393014194945764395e+00 -1.799667180438040464e-08 8.124910492554674235e+00
5.150000000000000000e+02 -7.532906020020867288e+00 -3.232816335855906775e+00 -1.780408869720551122e-08 8.197302883744349344e+00
5.250000000000000000e+02 -7.683301239817917683e+00 -3.072555166611516508e+00 -1.768233423436775942e-08 8.274884482194218904e+00
5.350000000000000000e+02 -7.833760361945934392e+00 -2.912341546389841884e+00 -1.744121665008284136e-08 8.357603405954584730e+00
5.450000000000000000e+02 -7.984185006475064128e+00 -2.752125322131484975e+00 -1.727086957960287858e-08 8.445200057212295164e+00
5.550000000000000000e+02 -8.129009015331643440e+00 -2.590639875451491214e+00 -1.700300799380182915e-08 8.531834652384119977e+00
5.650000000000000000e+02 -8.268318249728649150e+00 -2.427910729715287985e+00 -1.700284626802311568e-08 8.617414762575981158e+00
5.750000000000000000e+02 -8.407617796564190726e+00 -2.265187198537285340e+00 -1.675239921629736878e-08 8.707416956682394016e+00
5.850000000000000000e+02 -8.546923049263986272e+00 -2.102433728719230288e+00 -1.611511797728568682e-08 8.801711265072050594e+00
5.950000000000000000e+02 -8.686185907289052821e+00 -1.939758484612841061e+00 -1.484909080335967047e-08 8.900139807588105967e+00
6.050000000000000000e+02 -8.806928399396447560e+00 -1.781648694922429055e+00 -1.349451946457190575e-08 8.985335825900691020e+00
6.150000000000000000e+02 -8.909183640428464557e+00 -1.628096683078159357e+00 -1.342295805741380594e-08 9.056724128973362653e+00
6.250000000000000000e+02 -9.011401900411581067e+00 -1.474548492553637624e+00 -1.077539793038816227e-08 9.131246216570531260e+00
