# z, u, v, w, u_mag
0.000000000000000000e+00 1.202458593118636454e+00 7.363766561107674136e-01 -2.403683184569122000e-02 1.410225165395549096e+00
6.250000000000000000e+00 2.701713538856214125e+00 1.571979422677917571e+00 2.121384809233362381e-02 3.125831949851535452e+00
1.250000000000000000e+01 3.562238346116282095e+00 1.991146870416597769e+00 -1.783591605806713123e-02 4.080995713549905979e+00
1.875000000000000000e+01 4.071934729212109083e+00 2.218962250454406870e+00 1.509333192161978025e-02 4.637313200181099937e+00
2.500000000000000000e+01 4.442714314699770739e+00 2.363463245741891150e+00 -1.249717600107746497e-02 5.032278328492875374e+00
3.125000000000000000e+01 4.779170071637521389e+00 2.478960056856048588e+00 1.074302534009573436e-02 5.383848525888984327e+00
3.750000000000000000e+01 5.076965724703197402e+00 2.569380301187438320e+00 -9.181361882704904692e-03 5.690112512011263668e+00
4.375000000000000000e+01 5.352829129572321598e+00 2.635726326013030807e+00 7.974702433814102875e-03 5.966564887095005432e+00
5.000000000000000000e+01 5.601588244519732029e+00 2.693338737926178617e+00 -6.910008971951076516e-03 6.215457518685123084e+00
5.625000000000000000e+01 5.856917545656906476e+00 2.728430829843868199e+00 6.058607291667760832e-03 6.461257976322298369e+00
6.250000000000000000e+01 6.094990609706349538e+00 2.740341271435382531e+00 -5.280186542426807544e-03 6.682694718203920914e+00
6.875000000000000000e+01 6.331380759649680279e+00 2.740723970741729243e+00 4.675068196838695622e-03 6.899128355359329667e+00
7.500000000000000000e+01 6.539514626866556490e+00 2.731224861127352632e+00 -4.128536047444407268e-03 7.086949826395813723e+00
8.125000000000000000e+01 6.740043635720454063e+00 2.712278334980951833e+00 3.666870799695207649e-03 7.265304909208167849e+00
8.750000000000000000e+01 6.928384403108383438e+00 2.681722513297619681e+00 -3.209888632147801270e-03 7.429276975517055348e+00
9.375000000000000000e+01 7.112322982894354162e+00 2.635604771015180869e+00 2.823841929967555765e-03 7.584956077400083707e+00
1.000000000000000000e+02 7.280030690559831541e+00 2.583626070565199218e+00 -2.460276068609621846e-03 7.724893305473905514e+00
1.062500000000000000e+02 7.431896936435440360e+00 2.510333636664420887e+00 2.192522112054301735e-03 7.844416603439704261e+00
1.125000000000000000e+02 7.553657480622315568e+00 2.439021501326099628e+00 -1.920701995484337893e-03 7.937667850671798142e+00
1.187500000000000000e+02 7.657219186449125026e+00 2.387685910360501484e+00 1.670174818032134183e-03 8.020851106044956325e+00
1.250000000000000000e+02 7.738420361216025611e+00 2.325986731841435784e+00 -1.415546148707094764e-03 8.080431050838566165e+00
1.312500000000000000e+02 7.813836801150655376e+00 2.256324390645719102e+00 1.204247607917944369e-03 8.133083471909738904e+00
1.375000000000000000e+02 7.888560974701902317e+00 2.179863909654391474e+00 -9.774804439812519088e-04 8.184204412871881829e+00
1.437500000000000000e+02 7.949844661449502858e+00 2.101741994491071353e+00 7.547048865345166177e-04 8.222976962278560009e+00
1.500000000000000000e+02 8.004230864253235822e+00 2.023093462507603579e+00 -5.210982861202129212e-04 8.255944474004687450e+00
1.562500000000000000e+02 8.050997964281663144e+00 1.931043916455470022e+00 2.761261158062421105e-04 8.279341695110353783e+00
1.625000000000000000e+02 8.087486746634597878e+00 1.843827269663458335e+00 -5.675116734084411599e-05 8.295006984961831975e+00
1.687500000000000000e+02 8.126869050023394436e+00 1.760269380902870884e+00 -1.965740432743708814e-04 8.315320131432926587e+00
1.750000000000000000e+02 8.170747538548868150e+00 1.662618692219938410e+00 4.114726681780632466e-04 8.338190236719912107e+00
1.812500000000000000e+02 8.215764037286879429e+00 1.562549542086673737e+00 -6.486342260380348985e-04 8.363034150867617811e+00
1.875000000000000000e+02 8.254870556894902123e+00 1.455367851133135604e+00 8.329920520156340515e-04 8.382182543173227529e+00
1.937500000000000000e+02 8.302306388918248459e+00 1.342410750356943350e+00 -1.074021089854558780e-03 8.410134312344123231e+00
2.000000000000000000e+02 8.333062839580266612e+00 1.230049805969196663e+00 1.222741693689794037e-03 8.423358018549112813e+00
2.062500000000000000e+02 8.358253226785889112e+00 1.108593459112403812e+00 -1.478117985395918654e-03 8.431451751952110385e+00
2.125000000000000000e+02 8.358456535334370940e+00 9.759177875813600522e-01 1.672499953027484221e-03 8.415237012612754697e+00
2.187500000000000000e+02 8.364574925891794521e+00 8.567525287577337778e-01 -1.951325177573012565e-03 8.408337671267755553e+00
2.250000000000000000e+02 8.344922968014678588e+00 7.425169025026319147e-01 2.195160253295481631e-03 8.377892068493693500e+00
2.312500000000000000e+02 8.315909753414494787e+00 6.442156477973258744e-01 -2.496216819811657682e-03 8.340825801975466192e+00
2.375000000000000000e+02 8.269736004697861631e+00 5.581070743127620748e-01 2.775435248909165990e-03 8.288547809890157936e+00
2.437500000000000000e+02 8.218113696567483473e+00 4.727661184728732535e-01 -3.076957142657020701e-03 8.231701525210400661e+00
2.500000000000000000e+02 8.162531144713277342e+00 3.895088591529030086e-01 3.343648827867163123e-03 8.171820055517640569e+00
2.562500000000000000e+02 8.110349100826551805e+00 2.994485043854266948e-01 -3.675774925792272847e-03 8.115876136029800847e+00
2.625000000000000000e+02 8.064628765276133038e+00 2.068237521197517359e-01 3.956284564727759363e-03 8.067281378404231873e+00
2.687500000000000000e+02 8.025386084887980331e+00 1.173901521784244256e-01 -4.302927798258374126e-03 8.026245745959299072e+00
2.750000000000000000e+02 8.003842677807208261e+00 5.031245803520006249e-02 4.695503033829703105e-03 8.004002186548323294e+00
2.812500000000000000e+02 7.991226457525161919e+00 2.626959789847505000e-03 -5.041620433560865290e-03 7.991228479670975382e+00
2.875000000000000000e+02 7.990292713971030025e+00 -2.045061976940430737e-02 5.518862506763522018e-03 7.990320790846312526e+00
2.937500000000000000e+02 7.991627519212486597e+00 -2.666218707107476452e-02 -5.946508533142501156e-03 7.991674207512307504e+00
3.000000000000000000e+02 7.994529173215026319e+00 -2.063988936474923930e-02 6.487352760588514962e-03 7.994558448855381805e+00
3.062500000000000000e+02 7.995213797046842430e+00 -1.159227185159178095e-02 -7.008144249059764137e-03 7.995225272332274535e+00
3.125000000000000000e+02 7.994310831424225050e+00 -5.886894135377710932e-03 7.621828855320480003e-03 7.994316632284734325e+00
3.187500000000000000e+02 7.991247352671656756e+00 -5.524756688444903106e-03 -8.247018542807771010e-03 7.991253517930280381e+00
3.250000000000000000e+02 7.988554343583568418e+00 -7.651850519319063418e-03 8.946055297805391091e-03 7.988563017408679023e+00
3.312500000000000000e+02 7.985246685286225166e+00 -1.017797321446137736e-02 -9.674687067340748819e-03 7.985259032466213824e+00
3.375000000000000000e+02 7.983932659081258265e+00 -1.121069737579641172e-02 1.045725730367829363e-02 7.983947378252834071e+00
3.437500000000000000e+02 7.984418536606447070e+00 -1.238013203839089839e-02 -1.128637232733172707e-02 7.984436111434184191e+00
3.500000000000000000e+02 7.984487438376195456e+00 -1.006989621507880031e-02 1.216205935076913533e-02 7.984503051041103916e+00
3.562500000000000000e+02 7.987618188109127715e+00 -9.664886758221344354e-03 -1.306683223073350913e-02 7.987634723192613251e+00
3.625000000000000000e+02 7.989946550999135866e+00 -6.330253238778574265e-03 1.402761849403756818e-02 7.989961372497971226e+00
3.687500000000000000e+02 7.995383858660670917e+00 -5.421208467236962071e-03 -1.499888101268535487e-02 7.995399765068940567e+00
3.750000000000000000e+02 7.995988510090964674e+00 -5.485336170728815144e-03 1.601663579132738338e-02 7.996006432903972616e+00
3.812500000000000000e+02 7.997121779991363866e+00 -5.450224928480138301e-03 -1.705080089711612928e-02 7.997141814346876210e+00
3.875000000000000000e+02 7.999909465303983502e+00 -8.333236586832675277e-03 1.802530016950746813e-02 7.999934112687333787e+00
3.937500000000000000e+02 8.004282477740197521e+00 -7.322235347772478205e-04 -1.914932244049344368e-02 8.004305417471273998e+00
4.000000000000000000e+02 7.999866686731322396e+00 -1.661563759847645540e-03 2.013660431997113878e-02 7.999892202342556935e+00
