# z, uu, uv, uw, vv, vw, ww, tke
0.000000000000000000e+00 7.129266800071318855e-01 1.430815246803666396e-01 -7.418216298847483958e-02 3.383392645653445219e-01 -2.118681665399384240e-02 7.493029413258960048e-02 5.630981193525329553e-01
1.041666700000000034e+01 7.041209757538640091e-01 1.488526047490345561e-01 -7.158515070508641998e-02 3.133569216038162297e-01 -2.116055022332660046e-02 6.056444317966188512e-02 5.390211702686710238e-01
2.083333299999999966e+01 6.628218948800700394e-01 1.265296021179296571e-01 -1.063226504173548359e-01 3.117765441413097305e-01 -2.836039144179500204e-02 1.124972750921371251e-01 5.435478570567584544e-01
3.125000000000000000e+01 5.429065844670472041e-01 9.614789519495249570e-02 -1.037643351160020683e-01 2.788730351377383121e-01 -2.551357041198059131e-02 1.369420411945138083e-01 4.793608303996496622e-01
4.166666699999999679e+01 4.861224288227412593e-01 7.778053996033047757e-02 -1.053162897511842194e-01 2.561743872070482708e-01 -2.293201866244398701e-02 1.418496812451998934e-01 4.420732486374947534e-01
5.208333300000000321e+01 4.393806539899742236e-01 6.256838608375665800e-02 -1.018205229018464414e-01 2.352795671483663420e-01 -2.013257672589011810e-02 1.431834679439314695e-01 4.089218445411360037e-01
6.250000000000000000e+01 4.135976426234803105e-01 5.358636014549206933e-02 -1.005900205366809796e-01 2.197372992133342084e-01 -1.741448039503296422e-02 1.420804171404809746e-01 3.877076794886477051e-01
7.291666700000000390e+01 3.866805801116959262e-01 4.418267709740872351e-02 -9.748771418961570123e-02 2.082294851769246613e-01 -1.473234704325696379e-02 1.390477733404128224e-01 3.669789193145167050e-01
8.333333299999999610e+01 3.691431142119849795e-01 3.751524092589512277e-02 -9.537157401124043976e-02 1.982729259176693182e-01 -1.251880798647547928e-02 1.367274606010276672e-01 3.520717503653409963e-01
9.375000000000000000e+01 3.532641474603409049e-01 3.108974697169298099e-02 -9.251484316294129873e-02 1.910340607479091846e-01 -1.011661649628730654e-02 1.337509217443294818e-01 3.390245649762897995e-01
1.041666670000000039e+02 3.359628322783879684e-01 2.546020641947203261e-02 -9.017491594015122902e-02 1.850262518908389886e-01 -7.958109748994222216e-03 1.314745647352706104e-01 3.262318244522487976e-01
1.145833329999999961e+02 3.227078317261242169e-01 2.003294820307445490e-02 -8.723710749589259905e-02 1.798540843656046551e-01 -6.058455223198617491e-03 1.281459602556313804e-01 3.153539381736801261e-01
1.250000000000000000e+02 3.090606533495386388e-01 1.530228789250497913e-02 -8.483462469967792408e-02 1.724052354974909551e-01 -4.111525747052740404e-03 1.257494674288516245e-01 3.036076781379405953e-01
1.354166669999999897e+02 2.989533889753241969e-01 1.185498159308381004e-02 -8.208059451341429003e-02 1.678560900573223269e-01 -2.366362410274618858e-03 1.223221650479995315e-01 2.945658220403229999e-01
1.458333330000000103e+02 2.892697025554775148e-01 9.759931731570296864e-03 -7.939855412386834232e-02 1.633488654855734246e-01 -8.198992333122563604e-04 1.192295526861091859e-01 2.859240603635800904e-01
1.562500000000000000e+02 2.796118258915533672e-01 8.444164677475026262e-03 -7.678713579539589440e-02 1.584877404329161632e-01 6.142006028279334805e-04 1.158093927559264852e-01 2.769544795401980286e-01
1.666666669999999897e+02 2.686521808736300199e-01 6.575608592843771617e-03 -7.413670415692111271e-02 1.537897047026584030e-01 2.111405657564878208e-03 1.123446477250916870e-01 2.673932666506900757e-01
1.770833330000000103e+02 2.595087167289764629e-01 5.343589389374047045e-03 -7.164232005342338616e-02 1.494542074115920993e-01 3.341196951659492365e-03 1.084667870858867372e-01 2.587148556132276567e-01
