# z, uu, uv, uw, vv, vw, ww, tke
0.000000000000000000e+00 6.911654580867025999e-01 1.426212648147517636e-01 -7.261292926106810430e-02 3.344676984937433040e-01 -2.144858356365406116e-02 7.386503414890965846e-02 5.497490953646777534e-01
1.041666700000000034e+01 6.734607911078569487e-01 1.453487314088728055e-01 -7.034871985065246913e-02 3.070367077312756154e-01 -2.144076263214799924e-02 5.975145573127520898e-02 5.201244772852039455e-01
2.083333299999999966e+01 6.273621926976379326e-01 1.222863346138644003e-01 -1.037140464425341801e-01 3.054092998634810319e-01 -2.850723547784367665e-02 1.109426875383171807e-01 5.218570900497181420e-01
3.125000000000000000e+01 5.125542918039240892e-01 9.322063003944727755e-02 -1.013176638224628362e-01 2.735552716013210373e-01 -2.531160923857796521e-02 1.344833554604417669e-01 4.602964594328434189e-01
4.166666699999999679e+01 4.614722494513024409e-01 7.549484971352707352e-02 -1.021806348155133437e-01 2.530484084663564004e-01 -2.318152763622329665e-02 1.388748157455368393e-01 4.266977368315978403e-01
5.208333300000000321e+01 4.191132298524703481e-01 6.012018537033423510e-02 -9.944148867074507903e-02 2.332449763745162163e-01 -2.028789472316719356e-02 1.401714904127080719e-01 3.962648483198473182e-01
6.250000000000000000e+01 3.925883186793158730e-01 4.947754069725356085e-02 -9.761993128780183104e-02 2.184903611547852620e-01 -1.781300271316578823e-02 1.384010826103783953e-01 3.747398812222397790e-01
7.291666700000000390e+01 3.736418001965783886e-01 4.042017702750642233e-02 -9.436654846273265229e-02 2.078678793409610981e-01 -1.516007940031208548e-02 1.351537056145569182e-01 3.583316925760482441e-01
8.333333299999999610e+01 3.562391708360170828e-01 3.208799008452119933e-02 -9.227189803854053685e-02 1.982298623306212038e-01 -1.267514184341958679e-02 1.325476655175669427e-01 3.435083493421026146e-01
9.375000000000000000e+01 3.402841255551230515e-01 2.551976575098366048e-02 -8.905204436698700710e-02 1.898717328369284307e-01 -1.028954522659744110e-02 1.284383755830307838e-01 3.292971169875411608e-01
1.041666670000000039e+02 3.272537121728169018e-01 2.125835157711015999e-02 -8.676631540878342042e-02 1.808632892714192864e-01 -8.088217484355337064e-03 1.259567952544042024e-01 3.170368983493201953e-01
1.145833329999999961e+02 3.151549307889064400e-01 1.688187149967273343e-02 -8.347635363750860460e-02 1.739160830671243052e-01 -6.141582159892247476e-03 1.222769195770140455e-01 3.056739667165224161e-01
1.250000000000000000e+02 3.047020051191514645e-01 1.370772821200793440e-02 -8.127927652367265832e-02 1.670785900906038013e-01 -4.169452069012545385e-03 1.195161043345848856e-01 2.956483497721700826e-01
1.354166669999999897e+02 2.957588078272179732e-01 1.126295556973904571e-02 -7.828169865451568843e-02 1.610552543564200967e-01 -2.523842223811331113e-03 1.159426608567630801e-01 2.863783615202005750e-01
1.458333330000000103e+02 2.853251878238300399e-01 8.758255176538047582e-03 -7.582366365229871452e-02 1.551162260082923072e-01 -8.693311829877235948e-04 1.132388871021726695e-01 2.768401504671474944e-01
1.562500000000000000e+02 2.748209634992900274e-01 6.596230942985945207e-03 -7.303531324840834005e-02 1.506201998919797780e-01 6.301946605384166518e-04 1.098094474154307221e-01 2.676253054033502776e-01
1.666666669999999897e+02 2.641274463287431318e-01 3.691042407919933356e-03 -7.052788525685843579e-02 1.464392727420935347e-01 2.003284163506495377e-03 1.068670976590158084e-01 2.587169083649262236e-01
1.770833330000000103e+02 2.542723158146859008e-01 1.935501849919234662e-03 -6.778376562701188268e-02 1.419401901758132190e-01 3.290160853545935626e-03 1.035765688843760107e-01 2.498945374374375583e-01
1.875000000000000000e+02 2.434088439061196374e-01 6.592361469938552406e-04 -6.538085861244442853e-02 1.372201973518848428e-01 4.611661516242192629e-03 1.012852065463288043e-01 2.409571239021666145e-01
1.979166669999999897e+02 2.339896149822120741e-01 -9.243408501069189445e-04 -6.262050632499480129e-02 1.315366981961576531e-01 5.519100653005511517e-03 9.777753385725850011e-02 2.316519235178141067e-01
2.083333330000000103e+02 2.249036718156535997e-01 -2.866255887546011790e-03 -6.020961044172335602e-02 1.267966953630579319e-01 6.603120129099840710e-03 9.463397953448018929e-02 2.231671733565958604e-01
2.187500000000000000e+02 2.157447215970884347e-01 -5.057250605930550640e-03 -5.775301503123031477e-02 1.242929079625220840e-01 7.372678965672128763e-03 9.163100282708572242e-02 2.158343161933481413e-01
2.291666669999999897e+02 2.080836262269059045e-01 -7.391146039217475101e-03 -5.527504006158175109e-02 1.206047298593833639e-01 7.951971875553225794e-03 8.869210308025141098e-02 2.086902295832703258e-01
2.395833330000000103e+02 2.001488165142327469e-01 -8.729535499306105215e-03 -5.267524733522097047e-02 1.176104963274638426e-01 8.758456656581864799e-03 8.516211786984076437e-02 2.014607153557686492e-01
2.500000000000000000e+02 1.915398482118984558e-01 -9.930935055261566266e-03 -5.030580441044695678e-02 1.142013755455178053e-01 9.234640715414335968e-03 8.180797059091411694e-02 1.937745971741651752e-01
2.604166670000000181e+02 1.833242432992977788e-01 -1.152053693852581051e-02 -4.792860816567363902e-02 1.113726599937359951e-01 9.818828327573352055e-03 7.820893945156950910e-02 1.864529213723016277e-01
2.708333329999999819e+02 1.753404835944409601e-01 -1.311924553027701314e-02 -4.544851916240762874e-02 1.086768386621308896e-01 1.032156140690525248e-02 7.456042213028096777e-02 1.792888721934264018e-01
2.812500000000000000e+02 1.686255922437198129e-01 -1.320314105397225879e-02 -4.312320869145257196e-02 1.050999429072212027e-01 1.063703480046687515e-02 7.124776032806161286e-02 1.724866477395013142e-01
