# z, u, v, w, u_mag
0.000000000000000000e+00 3.881396842644280643e+00 1.389144902251526537e+00 -1.660054710321961710e-02 4.122528421697601253e+00
1.041666700000000034e+01 5.560319571093075730e+00 1.980655765423624759e+00 1.573272294066130339e-02 5.902575582943233812e+00
2.083333299999999966e+01 6.385498985841675079e+00 2.234987136690151477e+00 -1.407807796550272078e-02 6.765350175093282736e+00
3.125000000000000000e+01 6.748708872342392695e+00 2.338834101928344733e+00 1.212424840634914250e-02 7.142504000515177864e+00
4.166666699999999679e+01 7.027403386885931802e+00 2.407802646393985224e+00 -1.026631276735664837e-02 7.428459957701567973e+00
5.208333300000000321e+01 7.249577033626110278e+00 2.451919115211359301e+00 8.884602594538429030e-03 7.652996370715282382e+00
6.250000000000000000e+01 7.439197904659070382e+00 2.483737757811523394e+00 -7.674814411636037177e-03 7.842874321129898796e+00
7.291666700000000390e+01 7.615236135585996990e+00 2.506659496719174207e+00 6.685232103728798274e-03 8.017182043932608693e+00
8.333333299999999610e+01 7.770005688871255423e+00 2.521786661354136427e+00 -5.834707863156077604e-03 8.168992007236337116e+00
9.375000000000000000e+01 7.915703743746438370e+00 2.535149491659839160e+00 5.126054463076084103e-03 8.311761244180374320e+00
1.041666670000000039e+02 8.048355328533459030e+00 2.543649182338695081e+00 -4.520382599870686850e-03 8.440746121700621885e+00
1.145833329999999961e+02 8.177449290552742056e+00 2.549460430150190415e+00 3.992619283763636923e-03 8.565654751708819958e+00
1.250000000000000000e+02 8.297743980412180420e+00 2.551192440151953456e+00 -3.527377200152785781e-03 8.681080029209786275e+00
1.354166669999999897e+02 8.414125121692109133e+00 2.549650930101825974e+00 3.119329285567030638e-03 8.791941262262534806e+00
1.458333330000000103e+02 8.523879632142815410e+00 2.544628143407525744e+00 -2.762261670573572594e-03 8.895598012588603609e+00
1.562500000000000000e+02 8.626374721130964929e+00 2.535526091702524631e+00 2.448719721053058216e-03 8.991286859360004158e+00
1.666666669999999897e+02 8.725203737052659392e+00 2.523029304461362532e+00 -2.173012837553264798e-03 9.082668211832539029e+00
1.770833330000000103e+02 8.823132708076267150e+00 2.509380935949677927e+00 1.941105470147440337e-03 9.173040239414813612e+00
1.875000000000000000e+02 8.913525988359277008e+00 2.495167039012390564e+00 -1.751954014386616692e-03 9.256176703535480499e+00
1.979166669999999897e+02 9.003267532373374848e+00 2.480025576739103954e+00 1.578607652905302623e-03 9.338594948533254225e+00
2.083333330000000103e+02 9.089216338625528024e+00 2.460959272034688006e+00 -1.407915700596851401e-03 9.416484278709191358e+00
2.187500000000000000e+02 9.172905887785656631e+00 2.443840867008168161e+00 1.251428699420052432e-03 9.492869017083600980e+00
2.291666669999999897e+02 9.255201552815751853e+00 2.421396791320550967e+00 -1.122653234400668946e-03 9.566708915014132231e+00
2.395833330000000103e+02 9.334497392210259648e+00 2.398539930980495782e+00 1.010927542200740692e-03 9.637729835789263788e+00
2.500000000000000000e+02 9.412325547439328588e+00 2.374233442245725190e+00 -9.075278483775898455e-04 9.707154962854144031e+00
2.604166670000000181e+02 9.487184405590587843e+00 2.347562610597999200e+00 8.110475210507764885e-04 9.773316674198017751e+00
2.708333329999999819e+02 9.559895579414547484e+00 2.320732285145107987e+00 -7.177351709875731114e-04 9.837550627253127900e+00
2.812500000000000000e+02 9.630026219255743314e+00 2.292897902563183710e+00 6.421521107340335969e-04 9.899231595810405793e+00
2.916666670000000181e+02 9.697507855419495115e+00 2.262252141428138685e+00 -5.857639306943307348e-04 9.957883495022343823e+00
3.020833329999999819e+02 9.764345328856570916e+00 2.232257163987636073e+00 5.338690926977019118e-04 1.001625738648690422e+01
3.125000000000000000e+02 9.828875275192183736e+00 2.202200408000573262e+00 -4.868165573945821461e-04 1.007256055078709700e+01
3.229166670000000181e+02 9.889651765159680252e+00 2.169578326842957150e+00 4.413238860069155969e-04 1.012483492938030238e+01
3.333333329999999819e+02 9.949229850308658030e+00 2.134748062374062449e+00 -3.997818653387540892e-04 1.017567315040671971e+01
3.437500000000000000e+02 1.000632831501006059e+01 2.100524635158647513e+00 3.563575551667008223e-04 1.022442224370996833e+01
3.541666670000000181e+02 1.006375503772873969e+01 2.062859282220493640e+00 -3.183631443022116739e-04 1.027300121576012160e+01
3.645833329999999819e+02 1.012106548185645316e+01 2.022504135281357307e+00 2.908973973033041646e-04 1.032116706336437950e+01
