# z, u, v, w, u_mag
0.000000000000000000e+00 4.185091675639149855e+00 1.490056418037008390e+00 3.052954467784751991e-03 4.442439620632830710e+00
1.041666700000000034e+01 5.341332223665482104e+00 1.882823425373747916e+00 -2.430418021075723793e-03 5.663467125501403743e+00
2.083333299999999966e+01 6.569851793438323817e+00 2.260091261854576761e+00 1.516783873140047523e-03 6.947731097292805913e+00
3.125000000000000000e+01 6.834887237796371195e+00 2.320291243307150975e+00 -1.563651346299982500e-03 7.217994004719392009e+00
4.166666699999999679e+01 7.134291953153819144e+00 2.385542676816295948e+00 1.726033219805454301e-03 7.522561964845346338e+00
5.208333300000000321e+01 7.336044814127195224e+00 2.416279208489711117e+00 -1.515077475587186910e-03 7.723727145861765564e+00
6.250000000000000000e+01 7.533735784055513918e+00 2.447904033398759172e+00 1.397072030678095985e-03 7.921452579703972319e+00
7.291666700000000390e+01 7.698868822987554594e+00 2.467959724402055244e+00 -1.242686453115389835e-03 8.084763935892627984e+00
8.333333299999999610e+01 7.854390353861028018e+00 2.483421367731224461e+00 1.107826562830354494e-03 8.237647160919729927e+00
9.375000000000000000e+01 7.994992435190876989e+00 2.492741151141456335e+00 -9.795429802441999595e-04 8.374584374454521196e+00
1.041666670000000039e+02 8.127813033288306954e+00 2.497878886565574330e+00 8.667762963753697586e-04 8.502984440027072210e+00
1.145833329999999961e+02 8.252704387114695450e+00 2.499741475105510702e+00 -7.770903660826034964e-04 8.622983111854866323e+00
1.250000000000000000e+02 8.371010728470743345e+00 2.498344320905771188e+00 6.829308389267853491e-04 8.735876912386583371e+00
1.354166669999999897e+02 8.483141593295590255e+00 2.493082096712437412e+00 -6.050101607861615213e-04 8.841897420739908142e+00
1.458333330000000103e+02 8.591038393209009527e+00 2.485399901236805764e+00 5.343058795677236694e-04 8.943330119599853134e+00
1.562500000000000000e+02 8.693911302171223099e+00 2.475277572263918202e+00 -4.752275442623918236e-04 9.039418842802589893e+00
1.666666669999999897e+02 8.793467591993309185e+00 2.462366678116479690e+00 4.185911670367890814e-04 9.131720655175209700e+00
1.770833330000000103e+02 8.886683180397584536e+00 2.447977775896227115e+00 -3.776433988304135083e-04 9.217685896289681935e+00
1.875000000000000000e+02 8.978362886537336607e+00 2.431367964822825911e+00 3.356499714116489667e-04 9.301749857708422553e+00
1.979166669999999897e+02 9.065571906678126624e+00 2.411947395170123354e+00 -3.046488152752231736e-04 9.380942613886439574e+00
2.083333330000000103e+02 9.149973383394893744e+00 2.391784886957227574e+00 2.703268100551981987e-04 9.457412327660700058e+00
2.187500000000000000e+02 9.229883443554729894e+00 2.367500677669531317e+00 -2.632786993039709948e-04 9.528683430027838241e+00
2.291666669999999897e+02 9.306587779876496214e+00 2.341888675890181126e+00 2.480915015255389603e-04 9.596719165233428939e+00
2.395833330000000103e+02 9.380137984344564472e+00 2.314541326413929845e+00 -2.446403200364123719e-04 9.661474536367135713e+00
2.500000000000000000e+02 9.449457539820185659e+00 2.287574981207728175e+00 2.312022188250215929e-04 9.722409533904986745e+00
2.604166670000000181e+02 9.519195015763848744e+00 2.256566591215169559e+00 -2.304978942013744848e-04 9.783003965135710800e+00
2.708333329999999819e+02 9.585149059652522396e+00 2.223789011281897210e+00 2.213281567823038474e-04 9.839731709322256492e+00
2.812500000000000000e+02 9.650953432073366756e+00 2.189578234307216764e+00 -2.095994712516429704e-04 9.896219229389197736e+00
2.916666670000000181e+02 9.714208625581020939e+00 2.155732178372038010e+00 1.893233316617598809e-04 9.950529155880339260e+00
3.020833329999999819e+02 9.776049794754356981e+00 2.120448586562401871e+00 -1.768421487625628408e-04 1.000337202292528715e+01
3.125000000000000000e+02 9.837266299614046972e+00 2.084675334007014769e+00 1.626093455263373337e-04 1.005572869185427543e+01
3.229166670000000181e+02 9.897615553171499769e+00 2.046302374395766233e+00 -1.666836936097658309e-04 1.010693559263259544e+01
3.333333329999999819e+02 9.954791774600263210e+00 2.007427195787425678e+00 1.508882204690098656e-04 1.015517814933855689e+01
3.437500000000000000e+02 1.001030216677833273e+01 1.966339412358345307e+00 -1.507029829252497732e-04 1.020159988322969546e+01
3.541666670000000181e+02 1.006773456821093760e+01 1.924040133257855612e+00 1.264000906950336325e-04 1.024993706255376757e+01
3.645833329999999819e+02 1.012455896033174163e+01 1.878424761569804202e+00 -1.160356002079781092e-04 1.029733818710333537e+01
3.750000000000000000e+02 1.018201590499048947e+01 1.828244970128649616e+00 9.278809073731541384e-05 1.034485029224152797e+01
3.854166670000000181e+02 1.023726048052063398e+01 1.774889327385846816e+00 -9.804853683856847924e-05 1.038998240037543397e+01
3.958333329999999819e+02 1.029136532631085288e+01 1.718479787530525549e+00 8.207525602457105328e-05 1.043385705606898739e+01
4.062500000000000000e+02 1.034620883746987730e+01 1.657663785169372739e+00 -8.879480686990491925e-05 1.047816236470338147e+01
4.166666670000000181e+02 1.040020395552794952e+01 1.589004780870666655e+00 7.432506954113100937e-05 1.052089247714913434e+01
4.270833329999999819e+02 1.045630598248265919e+01 1.511819196744176530e+00 -7.752213529379523114e-05 1.056503346369317242e+01
4.375000000000000000e+02 1.051093054372114288e+01 1.428169469292383420e+00 5.731595706943686804e-05 1.060751285322030846e+01
4.479166670000000181e+02 1.056047559061396512e+01 1.332914949951529815e+00 -5.665896642266237418e-05 1.064426169196191374e+01
4.583333329999999819e+02 1.060680874749878200e+01 1.224304376049297760e+00 2.776196963886183198e-05 1.067723339690581419e+01
4.687500000000000000e+02 1.064515271496272675e+01 1.100240029538093189e+00 -3.966724666015556240e-05 1.070185985934453399e+01
4.791666670000000181e+02 1.066814702840956919e+01 9.569981036226660187e-01 -5.620673844256289953e-06 1.071098531369233520e+01
4.895833329999999819e+02 1.066828820924476595e+01 7.992370196045484043e-01 -2.908328618111292519e-05 1.069818457168612724e+01
5.000000000000000000e+02 1.063475075145282744e+01 6.326461068171612689e-01 -3.591201366243842004e-05 1.065355173842447023e+01
5.104166670000000181e+02 1.056248186232402730e+01 4.692031085118508749e-01 -1.395529350807113191e-05 1.057289811968109206e+01
5.208333330000000387e+02 1.045592232057621018e+01 3.259791174341430398e-01 -6.542476555542017964e-05 1.046100253145975145e+01
5.312500000000000000e+02 1.033171854680207780e+01 2.204107603569688545e-01 1.532943645618826348e-05 1.033406933564170416e+01
5.416666669999999613e+02 1.021173220870552178e+01 1.592155020303036572e-01 -8.100028891099380593e-05 1.021297333223589554e+01
5.520833330000000387e+02 1.011364555333616444e+01 1.309407362528201002e-01 4.164007187980586018e-05 1.011449315866399168e+01
5.625000000000000000e+02 1.004726126833183564e+01 1.191042773560367779e-01 -9.890546296457299849e-05 1.004796719903025171e+01
5.729166669999999613e+02 1.001132416356633392e+01 1.100258804722924338e-01 9.401683545830461809e-05 1.001192874581216863e+01
5.833333330000000387e+02 9.996051795259006667e+00 9.272854690006315792e-02 -1.018840313150786385e-04 9.996481885508089249e+00
5.937500000000000000e+02 9.988280728643520234e+00 7.013822198945517117e-02 1.405438334950382328e-04 9.988526983701246920e+00
6.041666669999999613e+02 9.983904432216535341e+00 4.927807503708188375e-02 -1.157595413890922490e-04 9.984026044322630966e+00
6.145833330000000387e+02 9.982586705227795676e+00 3.324347051845757267e-02 1.680746245888563198e-04 9.982642059293317160e+00
6.250000000000000000e+02 9.983243828481827009e+00 2.222565165391193753e-02 -1.460944530059903458e-04 9.983268569955209060e+00
6.354166669999999613e+02 9.984784782072546605e+00 1.545530862906911024e-02 1.866751637948209385e-04 9.984796745338382351e+00
6.458333330000000387e+02 9.986194308221955751e+00 1.179877392729509686e-02 -1.800976170381602250e-04 9.986201280019640691e+00
6.562500000000000000e+02 9.987069015984577192e+00 1.000841266915314214e-02 2.056767178766556769e-04 9.987074033002169671e+00
6.666666669999999613e+02 9.987312323468945152e+00 9.382081711851078532e-03 -2.126304635888195971e-04 9.987316732495452598e+00
6.770833330000000387e+02 9.987135590299217824e+00 9.322653579076632321e-03 2.277817150835823880e-04 9.987139944086873555e+00
6.875000000000000000e+02 9.986779875739122403e+00 9.520249821513565233e-03 -2.417792566500436284e-04 9.986784416421624400e+00
6.979166669999999613e+02 9.986481331309086329e+00 9.569791907324914221e-03 2.532706823382891619e-04 9.986485919764172436e+00
7.083333330000000387e+02 9.986429229046983380e+00 9.384539176041871086e-03 -2.687646755433260350e-04 9.986433642125398080e+00
7.187500000000000000e+02 9.986571306124821135e+00 9.036719159446524041e-03 2.807890446990089100e-04 9.986575398676528437e+00
7.291666669999999613e+02 9.986837685244152496e+00 8.702814494401064915e-03 -2.950988858868932338e-04 9.986841481543415000e+00
7.395833330000000387e+02 9.986995998427737220e+00 8.462012365287770177e-03 3.089376692056518985e-04 9.986999588149956253e+00
7.500000000000000000e+02 9.986901824206002587e+00 8.464900626765223951e-03 -3.217329959845087635e-04 9.986905416813755210e+00
7.604166669999999613e+02 9.986452626029157287e+00 8.717879441939916513e-03 3.371485038052068135e-04 9.986456436945776005e+00
7.708333330000000387e+02 9.985796522346472415e+00 8.994360666274937854e-03 -3.487522405328785245e-04 9.985800579115267084e+00
7.812500000000000000e+02 9.985201541156351723e+00 9.184172633459764673e-03 3.652044601437852661e-04 9.985205771535829555e+00
7.916666669999999613e+02 9.984617359572366624e+00 9.535623389025476779e-03 -3.765090312090041543e-04 9.984621920080215318e+00
8.020833330000000387e+02 9.984143093199188357e+00 9.934061471105372701e-03 3.931745382595811531e-04 9.984148043055080635e+00
8.125000000000000000e+02 9.983823494211709004e+00 1.023208865410542810e-02 -4.048626770901734531e-04 9.983828745682975736e+00
8.229166669999999613e+02 9.983742325395255079e+00 1.040207310265927991e-02 4.212993876688724600e-04 9.983747753249110346e+00
8.333333330000000387e+02 9.983938156076263226e+00 1.052732857368136009e-02 -4.337827617514708359e-04 9.983943715645130723e+00
8.437500000000000000e+02 9.984334006610895429e+00 1.061367773470450401e-02 4.493544545286073597e-04 9.984339658066589962e+00
8.541666669999999613e+02 9.984697731854835112e+00 1.066748702204290723e-02 -4.629947870934140379e-04 9.984703441071779650e+00
8.645833330000000387e+02 9.984902794753539368e+00 1.064919218081249522e-02 4.782487905412345988e-04 9.984908485043469284e+00
8.750000000000000000e+02 9.985003473378451844e+00 1.048555140533931340e-02 -4.920663211154478051e-04 9.985008991097467757e+00
8.854166669999999613e+02 9.985018244874058979e+00 1.016703451798302814e-02 5.078807743396892074e-04 9.985023433973582385e+00
8.958333330000000387e+02 9.985036417138880793e+00 9.853420596764196973e-03 -5.213331686890083092e-04 9.985041292517291112e+00
9.062500000000000000e+02 9.985061428107655956e+00 9.641448411685907965e-03 5.380703345716750284e-04 9.985066097434231125e+00
9.166666669999999613e+02 9.985140600266765532e+00 9.526391355921334445e-03 -5.507055881997424598e-04 9.985145159811381177e+00
9.270833330000000387e+02 9.985261951806560177e+00 9.388636244854231191e-03 5.685467827987851714e-04 9.985266381821354287e+00
9.375000000000000000e+02 9.985377194500353326e+00 9.269936738591579711e-03 -5.805821897605360120e-04 9.985381514256255642e+00
9.479166669999999613e+02 9.985379583310180607e+00 9.135062559147219194e-03 5.997369288891162518e-04 9.985383779897503587e+00
9.583333330000000387e+02 9.985248741147538354e+00 9.002752971953357358e-03 -6.104404708865943281e-04 9.985252818270909714e+00
9.687500000000000000e+02 9.985033317698437827e+00 8.853974705835073247e-03 6.317040038084971052e-04 9.985037263198666579e+00
9.791666669999999613e+02 9.984736636830907841e+00 8.838571484680205620e-03 -6.405510115249957474e-04 9.984740569365079921e+00
9.895833330000000387e+02 9.984415517713683741e+00 8.869777019623588041e-03 6.641434264088283456e-04 9.984419479588819257e+00
1.000000000000000000e+03 9.984137047806031617e+00 9.022021540656559313e-03 -6.715432994616760826e-04 9.984141146699400338e+00
1.010416666999999961e+03 9.983967736687777261e+00 9.166713075998270122e-03 6.965167503817983616e-04 9.983971969160704063e+00
1.020833333000000039e+03 9.983918588593672538e+00 9.254840629271818969e-03 -7.037252026411036469e-04 9.983922902895960405e+00
1.031250000000000000e+03 9.983940392428277022e+00 9.204139645480778273e-03 7.286195356593587859e-04 9.983944661637199403e+00
1.041666666999999961e+03 9.983953408568737586e+00 9.154398221320612233e-03 -7.371522051726939716e-04 9.983957632666088600e+00
1.052083333000000039e+03 9.984024806835094523e+00 9.059878819888924489e-03 7.607892115106310547e-04 9.984028946457586429e+00
1.062500000000000000e+03 9.984087469036170504e+00 9.015419614807980778e-03 -7.715350689900549392e-04 9.984091569212607098e+00
1.072916666999999961e+03 9.984206512690304791e+00 8.874428423934025215e-03 7.933651546581843485e-04 9.984210488213658863e+00
1.083333333000000039e+03 9.984292563654312502e+00 8.817437151906694706e-03 -8.062409300959097469e-04 9.984296489681442566e+00
1.093750000000000000e+03 9.984306507515521290e+00 8.761274485953460950e-03 8.268960956499822167e-04 9.984310385785517994e+00
1.104166666999999961e+03 9.984173820415538358e+00 8.845253494779466499e-03 -8.412028844937209822e-04 9.984177773978320403e+00
1.114583333000000039e+03 9.983939875759874738e+00 8.962881023258361182e-03 8.614817264060068390e-04 9.983943936049275436e+00
1.125000000000000000e+03 9.983645010704851330e+00 9.125488688667086207e-03 -8.765335770244294094e-04 9.983649219730567737e+00
1.135416666999999961e+03 9.983405260238457757e+00 9.263029910783442469e-03 8.968883067879722870e-04 9.983409597842245020e+00
1.145833333000000039e+03 9.983335528761159594e+00 9.447992849574197993e-03 -9.127830664285828139e-04 9.983340041166918866e+00
1.156250000000000000e+03 9.983435145719628423e+00 9.629231651059713334e-03 9.322727461710125047e-04 9.983439833044748468e+00
1.166666666999999961e+03 9.983653987756047954e+00 9.753320026629985762e-03 -9.503933848319535277e-04 9.983658797141274022e+00
1.177083333000000039e+03 9.983966400450588807e+00 9.727877317862345177e-03 9.680970807649711112e-04 9.983971186563758593e+00
