# z, uu, uv, uw, vv, vw, ww, tke
0.000000000000000000e+00 7.053655698075116387e-01 1.386685353813603694e-01 -7.383487346461047041e-02 3.373543553183063759e-01 -2.076351289489392071e-02 7.510306467305527534e-02 5.589114948994367005e-01
1.041666700000000034e+01 6.918071034946851050e-01 1.426523615793615918e-01 -7.203832224353166891e-02 3.102075598932749201e-01 -2.074385789383495840e-02 6.067882106281929228e-02 5.313467422253896899e-01
2.083333299999999966e+01 6.472757058888112258e-01 1.216914244090654407e-01 -1.061925820467169435e-01 3.098563746988394207e-01 -2.779954167758805564e-02 1.126085581217763643e-01 5.348703193547135193e-01
3.125000000000000000e+01 5.307973997523875997e-01 9.424141052885851022e-02 -1.038847077416013981e-01 2.784129485747197652e-01 -2.456042688469788071e-02 1.369981114178479009e-01 4.731042298724776329e-01
4.166666699999999679e+01 4.773029624636636048e-01 7.871216936893676852e-02 -1.048187299536251643e-01 2.578703390909914406e-01 -2.258653753583879722e-02 1.417125158406208063e-01 4.384429086976379675e-01
5.208333300000000321e+01 4.320858480864568918e-01 6.238749674193322381e-02 -1.018965851115392895e-01 2.394981246318233503e-01 -1.938679326161998201e-02 1.431136681148429957e-01 4.073488204165616189e-01
6.250000000000000000e+01 4.044958688853764195e-01 5.170964659962215548e-02 -1.001407592228906324e-01 2.241646552525593805e-01 -1.710383192271041145e-02 1.419133319196735354e-01 3.852869280288047094e-01
7.291666700000000390e+01 3.804076030958359333e-01 4.230127344090776204e-02 -9.695288873499578741e-02 2.119956758077243542e-01 -1.440175184701556789e-02 1.391340693855346866e-01 3.657686741445475009e-01
8.333333299999999610e+01 3.622557370282461497e-01 3.476507533843125469e-02 -9.489447198049405507e-02 2.023228566276529250e-01 -1.218429767083384352e-02 1.369131358907615392e-01 3.507458647733303625e-01
9.375000000000000000e+01 3.458464755755855657e-01 2.903470327537942611e-02 -9.183861284467488562e-02 1.949575573322333000e-01 -9.802394525032205944e-03 1.335926486626668186e-01 3.371983407852428560e-01
1.041666670000000039e+02 3.303666090749154405e-01 2.457233508980637138e-02 -8.938618257342041684e-02 1.868791791293434035e-01 -7.794376388793939313e-03 1.309090706554814076e-01 3.240774294298701119e-01
1.145833329999999961e+02 3.164661535258282976e-01 2.020279706519801516e-02 -8.646076790868598150e-02 1.806547637970352393e-01 -5.810123147063019251e-03 1.271108074660055320e-01 3.121158623944345623e-01
1.250000000000000000e+02 3.016273372818437659e-01 1.732538339136358713e-02 -8.403548289370861568e-02 1.732459661117630167e-01 -4.059713831458471901e-03 1.244474373227597991e-01 2.996603703581832701e-01
1.354166669999999897e+02 2.889103757710145826e-01 1.335987574483781144e-02 -8.117038553195517203e-02 1.672500286952163795e-01 -2.318061241053654201e-03 1.205886661723093584e-01 2.883745353192701533e-01
1.458333330000000103e+02 2.776891018394594401e-01 9.347891271534363236e-03 -7.859491477077390487e-02 1.613418534641342661e-01 -7.810609233689805395e-04 1.180694452543428336e-01 2.785502002789682630e-01
1.562500000000000000e+02 2.682404260088515069e-01 6.696958720089361654e-03 -7.563513601301737055e-02 1.577397974008760140e-01 8.316230085858362280e-04 1.146085512151476943e-01 2.702943873124376006e-01
1.666666669999999897e+02 2.570216083216447789e-01 4.389080876196562418e-03 -7.308270502642152944e-02 1.524864787097678920e-01 2.127131088303800457e-03 1.117801715172861005e-01 2.606441292743493787e-01
1.770833330000000103e+02 2.472038995198159728e-01 1.972576002931549725e-03 -7.034538907117156292e-02 1.483278600979403006e-01 3.397673518148129797e-03 1.081805667782153729e-01 2.518561631979858162e-01
1.875000000000000000e+02 2.379810787647478332e-01 4.836446502644352677e-05 -6.787275448459462179e-02 1.444689667747802997e-01 4.551168371514728236e-03 1.056773638245805114e-01 2.440637046820542944e-01
1.979166669999999897e+02 2.317780353894036693e-01 -2.331297158606031057e-03 -6.530404452384892811e-02 1.404038152951181118e-01 5.582094125367101367e-03 1.018743469685647052e-01 2.370280988265432431e-01
2.083333330000000103e+02 2.231679445948202001e-01 -4.927924537641415956e-03 -6.284996515363336367e-02 1.370212345386683794e-01 6.834342401401644757e-03 9.915622584102103121e-02 2.296727024872547984e-01
2.187500000000000000e+02 2.158249680266550730e-01 -6.906185537871332991e-03 -6.020322292584793372e-02 1.339306820704960210e-01 7.705019774526944767e-03 9.543281122948606143e-02 2.225942306633185708e-01
2.291666669999999897e+02 2.075427019761601766e-01 -8.696875071132365367e-03 -5.768980422605526209e-02 1.309856328992597130e-01 8.688136483748526429e-03 9.244457370920314276e-02 2.154864542923115023e-01
