# z, u, v, w, u_mag
0.000000000000000000e+00 3.887497487906126370e+00 1.385053727458810613e+00 -1.660200552491030226e-02 4.126897887398165210e+00
1.041666700000000034e+01 5.567677920611319387e+00 1.975133125945795598e+00 1.572834516674373462e-02 5.907659068845533490e+00
2.083333299999999966e+01 6.399458174033717306e+00 2.227069966902385456e+00 -1.405623380718319833e-02 6.775920833096737539e+00
3.125000000000000000e+01 6.762981112487001845e+00 2.329398577676467408e+00 1.208451224482118454e-02 7.152912504495861690e+00
4.166666699999999679e+01 7.045256442864121560e+00 2.395757181190886875e+00 -1.021572185105521988e-02 7.441464585544908417e+00
5.208333300000000321e+01 7.269393038676408736e+00 2.438290155049064545e+00 8.825443034626111530e-03 7.667425377492171457e+00
6.250000000000000000e+01 7.456204081869465483e+00 2.470069483204614613e+00 -7.610234186443507777e-03 7.854697987702007111e+00
7.291666700000000390e+01 7.630439345722689559e+00 2.494716544856832030e+00 6.621276123416650755e-03 8.027905024926043964e+00
8.333333299999999610e+01 7.784124045429591021e+00 2.509206619175511577e+00 -5.777157779722146870e-03 8.178553563308204488e+00
9.375000000000000000e+01 7.929840424577336400e+00 2.521180247548822528e+00 5.065498712148289867e-03 8.320982193176980957e+00
1.041666670000000039e+02 8.060699169859217861e+00 2.528251658823343018e+00 -4.453611483447791897e-03 8.447896033449236342e+00
1.145833329999999961e+02 8.187755630363730219e+00 2.534088003960862423e+00 3.931261436054878967e-03 8.570936922483316067e+00
1.250000000000000000e+02 8.306628912598361225e+00 2.536028935610887824e+00 -3.477431741537919622e-03 8.685133202571060806e+00
1.354166669999999897e+02 8.421506951948988018e+00 2.532054004482148901e+00 3.083263917859190278e-03 8.793923261540074421e+00
1.458333330000000103e+02 8.530220072384441465e+00 2.525894192421100026e+00 -2.736275309680272130e-03 8.896336518017943007e+00
1.562500000000000000e+02 8.634967910556694548e+00 2.516997203236390312e+00 2.427474403200820599e-03 8.994328859346628846e+00
1.666666669999999897e+02 8.735475941124171584e+00 2.507255999071744235e+00 -2.154023451287458927e-03 9.088172379673348900e+00
1.770833330000000103e+02 8.834252358993449405e+00 2.493684207692755006e+00 1.921090331107398090e-03 9.179459644263687323e+00
1.875000000000000000e+02 8.925348296906697954e+00 2.478712596185948414e+00 -1.730183840233867447e-03 9.263145327000019691e+00
1.979166669999999897e+02 9.014844653441077327e+00 2.463401400326438395e+00 1.565478450874808114e-03 9.345361043615607599e+00
2.083333330000000103e+02 9.098986538109986810e+00 2.444151994834968811e+00 -1.417842808952473038e-03 9.421541116231503921e+00
2.187500000000000000e+02 9.181679263442624972e+00 2.425101111241294127e+00 1.288039263391034181e-03 9.496544169092313581e+00
2.291666669999999897e+02 9.259246106902878637e+00 2.404793374037497600e+00 -1.171374175477301076e-03 9.566434602929568598e+00
2.395833330000000103e+02 9.334581509580759828e+00 2.381671513705754251e+00 1.061449848625088720e-03 9.633627161400852401e+00
2.500000000000000000e+02 9.406442680482610896e+00 2.357379849682708084e+00 -9.619120464548980764e-04 9.697340077679534431e+00
2.604166670000000181e+02 9.475489846958327078e+00 2.332124623764198379e+00 8.731717845017654758e-04 9.758263875454824543e+00
2.708333329999999819e+02 9.542398749981639838e+00 2.304732806454942384e+00 -7.903713557691139291e-04 9.816779911839102368e+00
2.812500000000000000e+02 9.611486232685120257e+00 2.275366810934701611e+00 7.098123213514330801e-04 9.877143424555113072e+00
2.916666670000000181e+02 9.677033210488268367e+00 2.247782650811022798e+00 -6.426597144256771064e-04 9.934661494746130472e+00
3.020833329999999819e+02 9.741706277264269076e+00 2.216982865022505855e+00 5.904256422109639864e-04 9.990788485644959138e+00
3.125000000000000000e+02 9.802314385560347176e+00 2.186721243327213404e+00 -5.493024083404016329e-04 1.004326228927209641e+01
3.229166670000000181e+02 9.863190932357795759e+00 2.153556166268337346e+00 5.150016331729557551e-04 1.009556040022762247e+01
3.333333329999999819e+02 9.922644261452921555e+00 2.117575093604736836e+00 -4.809456117697004200e-04 1.014608267498882554e+01
3.437500000000000000e+02 9.980718155232164435e+00 2.083316585136353094e+00 4.461944179141338180e-04 1.019582969096554770e+01
3.541666670000000181e+02 1.003547213364247348e+01 2.044636839918329674e+00 -4.186911944123826836e-04 1.024164249168892660e+01
3.645833329999999819e+02 1.008829431774347896e+01 2.003646328095442630e+00 3.899165712852843495e-04 1.028534301817594532e+01
3.750000000000000000e+02 1.014071469576088980e+01 1.961418683441575217e+00 -3.610828734849374664e-04 1.032866196188816055e+01
3.854166670000000181e+02 1.019618383900808745e+01 1.916676925170441637e+00 3.306616088492923778e-04 1.037476821059957999e+01
3.958333329999999819e+02 1.025072172065148024e+01 1.869572801587218169e+00 -3.039832349288182811e-04 1.041981757743755033e+01
4.062500000000000000e+02 1.030425183313393411e+01 1.818882418790856992e+00 2.757799778081941990e-04 1.046355289421738988e+01
4.166666670000000181e+02 1.035727245837487587e+01 1.763783007423102456e+00 -2.595058173123787897e-04 1.050638012550604827e+01
4.270833329999999819e+02 1.040823611246252511e+01 1.706162773819608569e+00 2.387634938062266397e-04 1.054714987285877292e+01
4.375000000000000000e+02 1.045989200228259719e+01 1.644519643095003758e+00 -2.246530526853098692e-04 1.058837974415395422e+01
4.479166670000000181e+02 1.051058028074914574e+01 1.576158453825259986e+00 2.041618064841471637e-04 1.062810299871617126e+01
4.583333329999999819e+02 1.056190523306389650e+01 1.498613648996757197e+00 -1.979468572004656438e-04 1.066769352111152713e+01
4.687500000000000000e+02 1.061120738286593124e+01 1.409601356218293855e+00 1.738965986549357266e-04 1.070442423187164849e+01
4.791666670000000181e+02 1.065607870589922257e+01 1.309103979873776691e+00 -1.754500947131587660e-04 1.073618957764918314e+01
4.895833329999999819e+02 1.069403366973569192e+01 1.194712103652568080e+00 1.355367240313286911e-04 1.076056193506755321e+01
5.000000000000000000e+02 1.071672424410695967e+01 1.059021315336823310e+00 -1.651867168172894995e-04 1.076892309833505301e+01
5.104166670000000181e+02 1.071121111304647933e+01 9.051896054627865951e-01 8.574408374483758670e-05 1.074939122636441802e+01
5.208333330000000387e+02 1.066623719785645008e+01 7.339738527509579447e-01 -1.721432467554506350e-04 1.069146077985099197e+01
5.312500000000000000e+02 1.056558920687461622e+01 5.561471019415162864e-01 2.847435574193342092e-05 1.058021620233887816e+01
5.416666669999999613e+02 1.041672062975286295e+01 3.987207816121731141e-01 -1.424713348003776327e-04 1.042434875473314015e+01
5.520833330000000387e+02 1.026572687800044825e+01 2.778668605878008013e-01 3.964089231691572381e-05 1.026948676066555599e+01
5.625000000000000000e+02 1.014006131022219570e+01 1.940228743908068432e-01 -5.705514552667800376e-05 1.014191738549014410e+01
5.729166669999999613e+02 1.004741224868778460e+01 1.378912678641486533e-01 8.841553938427472545e-05 1.004835841840107769e+01
5.833333330000000387e+02 9.989981948488750874e+00 1.018191712274200827e-01 3.183892006707674145e-06 9.990500812009909026e+00
5.937500000000000000e+02 9.963844901156736711e+00 7.839805913075201249e-02 9.502896833172787044e-05 9.964153324744309259e+00
6.041666669999999613e+02 9.959974360072649802e+00 6.133760022428831615e-02 8.129991887881248829e-06 9.960163229313662825e+00
6.145833330000000387e+02 9.968043915356432194e+00 4.672776540599535289e-02 6.794229616175963434e-05 9.968153439185734044e+00
6.250000000000000000e+02 9.979467726420899965e+00 3.319061183729585945e-02 -7.300308962633587753e-06 9.979522920432808419e+00
6.354166669999999613e+02 9.988988808493539651e+00 2.101769912750842476e-02 3.998994770203674620e-05 9.989010920080374945e+00
6.458333330000000387e+02 9.994614420797763188e+00 1.123370800980746757e-02 -1.847364104061453282e-05 9.994620734022653608e+00
6.562500000000000000e+02 9.996645912539470658e+00 4.607950253020736721e-03 2.268367769124214622e-05 9.996646974581636869e+00
6.666666669999999613e+02 9.996437814365094710e+00 1.254688338441663047e-03 -2.184575693884105584e-05 9.996437893129154872e+00
6.770833330000000387e+02 9.995443120726825725e+00 5.673699433530261967e-04 1.433600313805839254e-05 9.995443136839876175e+00
6.875000000000000000e+02 9.994645440560463001e+00 1.563968064038190548e-03 -1.973963793392445105e-05 9.994645562945281725e+00
6.979166669999999613e+02 9.994446559082211579e+00 3.226917466760801170e-03 1.170063217456928097e-05 9.994447080028164621e+00
7.083333330000000387e+02 9.994774009316184760e+00 4.813318642988061689e-03 -1.521275686376963295e-05 9.994775168335209514e+00
7.187500000000000000e+02 9.995333204352798262e+00 5.920538524637537769e-03 1.116385718998036820e-05 9.995334957816002230e+00
7.291666669999999613e+02 9.995806204896123148e+00 6.471423140282224658e-03 -1.106749974064668745e-05 9.995808299746437697e+00
7.395833330000000387e+02 9.996003828830088977e+00 6.571965636143897033e-03 1.052636730008861076e-05 9.996005989235346334e+00
7.500000000000000000e+02 9.995883210113440498e+00 6.409457679347052919e-03 -8.185627421462671709e-06 9.995885265019929022e+00
7.604166669999999613e+02 9.995525814371562845e+00 6.141994853571060634e-03 9.449410965645615681e-06 9.995527701425190870e+00
7.708333330000000387e+02 9.995055242648172467e+00 5.879015534999042052e-03 -6.268240996300253306e-06 9.995056971646118171e+00
7.812500000000000000e+02 9.994591786746488182e+00 5.667108781048978659e-03 8.195165123624035132e-06 9.994593393424739958e+00
7.916666669999999613e+02 9.994214151267851065e+00 5.522560936690900334e-03 -4.983929583105991877e-06 9.994215677085756866e+00
8.020833330000000387e+02 9.993965724643253168e+00 5.438070965704310498e-03 6.800486051807934599e-06 9.993967204169033280e+00
8.125000000000000000e+02 9.993857051837107264e+00 5.406605168629115971e-03 -4.317831256270728104e-06 9.993858514305291152e+00
8.229166669999999613e+02 9.993876157380778835e+00 5.417289537097433848e-03 5.191800140989269341e-06 9.993877625632450190e+00
8.333333330000000387e+02 9.993987382583659596e+00 5.463090589412718592e-03 -4.132344786392560656e-06 9.993988875750124734e+00
