# z, u, v, w, u_mag
0.000000000000000000e+00 3.932733997673161674e+00 1.343876372799217345e+00 -1.675486737970008355e-02 4.156041521376226733e+00
1.041666700000000034e+01 5.641369009336109741e+00 1.918300843024290936e+00 1.587630770829334681e-02 5.958621860882936438e+00
2.083333299999999966e+01 6.477558558218565743e+00 2.162445428697912231e+00 -1.420255736020394413e-02 6.828992372223200213e+00
3.125000000000000000e+01 6.844154373682589387e+00 2.261531798015394834e+00 1.223671410345881193e-02 7.208129084679693044e+00
4.166666699999999679e+01 7.123473161754614758e+00 2.324495912090378535e+00 -1.037712129042093687e-02 7.493147457257827604e+00
5.208333300000000321e+01 7.344274390707536071e+00 2.366095219526872739e+00 8.996285953083200601e-03 7.716012820559036811e+00
6.250000000000000000e+01 7.530107939504378400e+00 2.394245452710840993e+00 -7.779942019019691832e-03 7.901581955273971225e+00
7.291666700000000390e+01 7.702832878165331465e+00 2.414255671866669228e+00 6.780198044088090251e-03 8.072317558741771037e+00
8.333333299999999610e+01 7.853035482488512464e+00 2.427279795864318857e+00 -5.916359363796928721e-03 8.219603913811347695e+00
9.375000000000000000e+01 7.997336452576681687e+00 2.435437957935054687e+00 5.178624382500177092e-03 8.359950669759550479e+00
1.041666670000000039e+02 8.128188152630611896e+00 2.441286022600053229e+00 -4.544403046332553923e-03 8.486892289896584174e+00
1.145833329999999961e+02 8.253729850763997788e+00 2.442628951198538179e+00 4.009924810200390932e-03 8.607584372059500666e+00
1.250000000000000000e+02 8.370032715140279578e+00 2.441483289304895443e+00 -3.554599852614368730e-03 8.718847454775987771e+00
1.354166669999999897e+02 8.480608790292818000e+00 2.436683532763218363e+00 3.166794306936939092e-03 8.823727223878661263e+00
1.458333330000000103e+02 8.584244567065953291e+00 2.429520265698337234e+00 -2.825053048457944367e-03 8.921425418035225263e+00
1.562500000000000000e+02 8.686875697282262720e+00 2.418373393828387563e+00 2.515897881716802013e-03 9.017224937959149145e+00
