# f, Suu, Svv, Sww
0.000000000000000000e+00 2.027271397741487180e-01 5.197848413915154980e-02 3.920817895915033185e-02
5.555555555555555551e-04 2.236715765520156651e+01 3.103473615846513489e+00 1.313719898494994931e+00
1.111111111111111110e-03 1.490475480789980978e+01 2.743586019880555504e+00 1.066595982085961847e+00
1.666666666666666774e-03 9.702186215036885386e+00 1.971444496872958752e+00 1.275774441447973695e+00
2.222222222222222220e-03 7.282705512496782774e+00 4.460106289746986086e+00 5.409815929465142670e-01
2.777777777777777884e-03 7.596260124436637895e+00 1.800960270814837560e+00 8.145349636489163103e-01
3.333333333333333547e-03 7.539957080797112354e+00 1.852030955363106690e+00 1.345944966213598937e+00
3.888888888888888777e-03 1.088531701967867171e+01 2.200256090188821734e+00 1.049439589259169248e+00
4.444444444444444441e-03 5.964405845694155772e+00 2.668529599497723837e+00 1.263573724529190478e+00
5.000000000000000104e-03 6.427893202875424983e+00 2.978557455419450939e+00 1.586752006450997010e+00
5.555555555555555768e-03 7.024501330402350696e+00 2.662801022836426057e+00 9.763534886635096832e-01
6.111111111111111431e-03 6.150106329744639666e+00 2.207932620047930783e+00 1.318296248887017130e+00
6.666666666666667095e-03 4.900176994600390579e+00 2.394610482027335507e+00 1.369024670807675648e+00
7.222222222222221891e-03 4.766844254600035136e+00 1.953627763444791610e+00 1.351447730359592869e+00
7.777777777777777554e-03 5.091149186387266212e+00 2.425547595812855839e+00 1.578457475684207800e+00
8.333333333333333218e-03 2.960876898543132185e+00 2.086017002720182756e+00 5.497533575210804546e-01
8.888888888888888881e-03 3.721521613349243474e+00 3.951810189547515062e+00 1.030712448294302419e+00
9.444444444444444545e-03 4.440318505632481205e+00 1.341355072795835213e+00 9.098827273234840751e-01
1.000000000000000021e-02 3.748650158125244047e+00 1.933397235667655423e+00 7.033598704610214414e-01
1.055555555555555587e-02 3.471586903950061309e+00 1.412761468155718347e+00 6.430661432974845715e-01
1.111111111111111154e-02 3.805455455023148303e+00 1.501188836307198793e+00 1.542927196958687741e+00
1.166666666666666720e-02 2.832708676888341159e+00 2.767168444986558118e+00 1.077509349973190700e+00
1.222222222222222286e-02 2.933458855356795514e+00 2.408185661293395174e+00 5.378294078957193136e-01
1.277777777777777853e-02 3.883311320967588465e+00 1.037952491658437504e+00 1.095961386695338824e+00
1.333333333333333419e-02 3.557397672148649548e+00 2.460075791760963693e+00 9.488956818706834051e-01
1.388888888888888812e-02 3.492361368156338131e+00 2.057293464617908185e+00 1.095933459674851562e+00
1.444444444444444378e-02 2.950038881046046946e+00 1.446294171815658114e+00 5.194055737739646794e-01
1.499999999999999944e-02 3.670837628027685540e+00 1.291240902106048249e+00 9.400915547358792423e-01
1.555555555555555511e-02 2.001276003150838978e+00 1.469739404903028346e+00 9.726795871482110112e-01
1.611111111111111077e-02 3.794964729096427458e+00 1.731850665383250831e+00 6.119918807372295433e-01
1.666666666666666644e-02 4.336630180200621076e+00 9.886771947136113736e-01 1.801790394787749605e+00
1.722222222222222210e-02 2.448905572795570418e+00 1.640698296016023239e+00 5.519996122001489258e-01
1.777777777777777776e-02 1.537407034032217235e+00 1.977470929903749841e+00 7.476986285676530120e-01
1.833333333333333343e-02 1.701368092171610114e+00 2.405332872407670131e+00 7.711777492834390735e-01
1.888888888888888909e-02 3.659550247078600549e+00 2.633080139011496623e+00 1.560282202343497016e+00
1.944444444444444475e-02 2.239704649951349769e+00 1.779658031198459556e+00 1.288035131956431378e+00
2.000000000000000042e-02 2.406708453976265982e+00 6.162866208359246700e-01 1.165817433860464991e+00
2.055555555555555608e-02 1.795184917086945831e+00 1.394218083315119205e+00 9.988604361523656383e-01
2.111111111111111174e-02 2.346787156459472889e+00 1.003814612584318366e+00 6.336976003424180659e-01
2.166666666666666741e-02 2.399672895285921648e+00 9.506876604917952056e-01 9.151955073728277323e-01
2.222222222222222307e-02 1.123457526006711671e+00 1.911758968767764966e+00 4.341067171731837204e-01
2.277777777777777873e-02 1.742733026395734797e+00 1.839557978090688328e+00 9.673252107464991312e-01
2.333333333333333440e-02 2.462929248061191068e+00 1.086946887461547329e+00 6.331667254329823580e-01
2.388888888888889006e-02 1.779712010977815950e+00 1.057148030104806846e+00 5.246775270598508234e-01
2.444444444444444572e-02 1.429530452854762101e+00 1.488489617231047779e+00 7.053198150830934932e-01
2.500000000000000139e-02 1.248079559711193776e+00 1.080847087040000876e+00 1.037332876653353608e+00
2.555555555555555705e-02 2.141061041602000170e+00 7.607670358329050586e-01 8.512358725882188670e-01
2.611111111111111271e-02 1.529352969362039349e+00 1.801083095552955982e+00 4.711509875830957594e-01
2.666666666666666838e-02 1.009185821438254749e+00 1.489874184944051771e+00 8.090016090739706733e-01
2.722222222222222057e-02 9.114127284341517754e-01 1.122770462604883335e+00 5.682580037998961053e-01
2.777777777777777624e-02 1.527534422425901317e+00 5.639552593617469523e-01 6.066038744650742442e-01
2.833333333333333190e-02 2.061858930609497431e+00 1.000588588701798010e+00 5.973985845053729760e-01
2.888888888888888756e-02 1.412830089105729492e+00 1.966306883703733632e+00 3.790450066218865599e-01
2.944444444444444323e-02 1.404534243638621671e+00 1.357007465953324665e+00 9.747476387940845477e-01
2.999999999999999889e-02 1.746516379136804353e+00 1.151899327658014727e+00 9.976995677567327414e-01
3.055555555555555455e-02 1.315942343661871350e+00 7.123209284660049212e-01 7.692577006787002514e-01
3.111111111111111022e-02 1.777940578032751295e+00 8.681709033736710879e-01 5.070308306610298299e-01
