# f, Suu, Svv, Sww
0.000000000000000000e+00 9.014601023122262857e-01 1.717480570109534699e-01 1.561225197360589442e-02
5.555555555555555551e-04 5.629470638366640856e+01 7.512921944100860117e+00 3.524203379256897195e-01
1.111111111111111110e-03 3.431512652212408909e+01 7.022037605205424526e+00 2.776362350024377812e-01
1.666666666666666774e-03 2.165141985830583948e+01 4.179230998906944272e+00 1.901113162158754866e-01
2.222222222222222220e-03 3.179016100415184809e+01 2.699252326017705705e+00 2.937829963711257042e-01
2.777777777777777884e-03 2.463768685308361484e+01 5.984889664616130034e+00 3.473822037192935697e-01
3.333333333333333547e-03 8.562989593804539723e+00 2.387629017485476624e+00 1.979050804307950773e-01
3.888888888888888777e-03 1.939182398527955797e+01 5.284831849223925460e+00 2.379364185166839007e-01
4.444444444444444441e-03 1.211928562752315841e+01 3.966201877029290834e+00 1.217286966952740856e-01
5.000000000000000104e-03 7.216191953311771101e+00 4.397994768875388871e+00 2.566966022770130751e-01
5.555555555555555768e-03 9.683248572418676758e+00 2.180165008758085055e+00 3.005928346843452781e-01
6.111111111111111431e-03 1.173257307929767634e+01 2.079778836120965479e+00 2.921925373174325546e-01
6.666666666666667095e-03 1.746454933320569580e+01 4.453564618914646722e+00 2.398483581040777302e-01
7.222222222222221891e-03 1.231319654359138305e+01 2.896959664762317921e+00 2.292473628033612210e-01
7.777777777777777554e-03 5.641589917395432252e+00 1.829336440195130198e+00 3.117356649035057936e-01
8.333333333333333218e-03 7.094233450197131141e+00 1.738923844397233243e+00 1.925846336960256866e-01
8.888888888888888881e-03 6.956134981517118732e+00 1.933595243881722325e+00 1.812542926396648879e-01
9.444444444444444545e-03 6.157732424314319886e+00 1.165845602050100238e+00 1.731937511923306583e-01
1.000000000000000021e-02 6.378230790366836267e+00 2.059807620645870418e+00 2.986745847510307028e-01
1.055555555555555587e-02 4.976892069556704712e+00 2.261855837156693028e+00 2.396462661785540571e-01
1.111111111111111154e-02 8.228041040686047580e+00 1.337946015797355281e+00 3.845156757762059896e-01
1.166666666666666720e-02 3.766848521269417382e+00 1.103444515787974423e+00 1.767730550966572778e-01
1.222222222222222286e-02 6.306387939649239271e+00 3.123219171633623503e+00 2.098917830274898977e-01
1.277777777777777853e-02 6.835685991586871069e+00 1.123290735792773054e+00 2.670377499897647611e-01
1.333333333333333419e-02 5.638118584388388754e+00 1.432409382223794436e+00 1.894651931807173340e-01
1.388888888888888812e-02 4.370620109486272220e+00 9.016802049895741300e-01 3.571521024632348107e-01
1.444444444444444378e-02 2.459368659141269564e+00 1.137992564142235485e+00 2.355871497939894255e-01
1.499999999999999944e-02 3.839030561100959194e+00 8.153054849281877736e-01 1.838494584879668547e-01
1.555555555555555511e-02 2.835889117878914956e+00 1.079762640971252630e+00 2.857453363733068463e-01
1.611111111111111077e-02 2.488906485332901486e+00 1.498778782337368831e+00 3.305601627328465519e-01
1.666666666666666644e-02 3.767319338706084597e+00 1.280104235977055360e+00 2.214339764204699690e-01
1.722222222222222210e-02 4.161772057102428590e+00 8.399725594318221411e-01 1.755862540036841613e-01
1.777777777777777776e-02 2.757615032155383616e+00 1.855481325786934477e+00 2.025214228013256235e-01
1.833333333333333343e-02 2.932538832011081897e+00 1.248746769980313420e+00 2.604832447169706522e-01
1.888888888888888909e-02 2.192118863048997390e+00 1.044476925968885750e+00 9.225112181562579450e-02
1.944444444444444475e-02 3.609521821265290420e+00 1.859172980756486515e+00 2.571904443916855354e-01
2.000000000000000042e-02 1.509955226317762689e+00 1.090576265080128948e+00 2.919696783279452923e-01
2.055555555555555608e-02 3.122353536604611790e+00 1.139423445391280376e+00 4.571102729897488781e-01
2.111111111111111174e-02 1.853613648740152886e+00 7.469800907995045591e-01 2.025582137591758758e-01
2.166666666666666741e-02 1.484465234022614322e+00 9.415844585310925163e-01 2.482914309386378138e-01
2.222222222222222307e-02 2.366349539826443138e+00 9.602191436210162356e-01 3.305376547077974458e-01
2.277777777777777873e-02 2.703369745893623666e+00 1.246697109833027506e+00 2.438183867384501879e-01
