# f, Suu, Svv, Sww
0.000000000000000000e+00 1.960782398705717411e-01 8.718804564811222235e-02 1.348506808506046498e-02
5.555555555555555551e-04 9.610668123982781808e+00 2.101195175304452878e+00 1.291746198650585375e+00
1.111111111111111110e-03 1.064531115422156837e+01 1.708148407846621364e+00 9.178011550518345718e-01
1.666666666666666774e-03 5.031411129444742336e+00 1.250509784909219491e+00 6.381217795743296950e-01
2.222222222222222220e-03 7.941369353284787103e+00 1.552776206246649693e+00 9.115572875478790138e-01
2.777777777777777884e-03 6.690808862771328691e+00 1.799795815157343881e+00 1.026919973359515348e+00
3.333333333333333547e-03 5.162892640326705695e+00 1.594668391167916921e+00 8.355646767595712454e-01
3.888888888888888777e-03 7.628355209576919371e+00 1.732566999989745060e+00 1.044613681804419825e+00
4.444444444444444441e-03 3.835401184424867438e+00 2.543531243863209390e+00 1.149214086376411093e+00
5.000000000000000104e-03 3.736607442064187268e+00 1.268479477882672457e+00 7.701988733973672563e-01
5.555555555555555768e-03 2.800343473579167686e+00 9.846948840390242763e-01 7.797401659334559643e-01
6.111111111111111431e-03 2.458295002846269561e+00 7.846913353054971729e-01 1.048558971814050889e+00
6.666666666666667095e-03 3.073821531602751289e+00 2.276144174991597158e+00 1.316999824858154700e+00
7.222222222222221891e-03 2.822176347254673701e+00 1.470352004008618207e+00 7.094950792958565344e-01
7.777777777777777554e-03 5.369778038511945795e+00 1.377273466012573611e+00 1.321282677495882130e+00
8.333333333333333218e-03 1.998671748154462247e+00 1.801826159903626046e+00 5.972169102240516558e-01
8.888888888888888881e-03 2.382180195108246856e+00 1.085094105089726035e+00 3.884767572116851198e-01
9.444444444444444545e-03 3.291456037307628701e+00 8.503855101408732686e-01 1.292845922715100349e+00
1.000000000000000021e-02 3.730311177228569530e+00 2.004965866664256691e+00 1.211763783487816770e+00
1.055555555555555587e-02 2.415711726306049467e+00 1.728003520345016586e+00 1.058127522011407473e+00
1.111111111111111154e-02 2.801717774088603452e+00 1.149986647949278851e+00 9.286391256889887647e-01
1.166666666666666720e-02 3.356001972526009958e+00 2.003668338408792771e+00 8.758911303456109465e-01
1.222222222222222286e-02 1.585368198024607711e+00 9.410892111007097549e-01 9.481720018104728975e-01
1.277777777777777853e-02 3.388401435005291784e+00 1.499342098235258325e+00 1.243364460143159933e+00
1.333333333333333419e-02 2.771624070485019686e+00 1.823065165439981650e+00 1.186254437554898677e+00
1.388888888888888812e-02 1.592821611383423264e+00 8.960039523992567867e-01 8.633200633884401398e-01
1.444444444444444378e-02 1.212695273630023829e+00 1.142898366739018234e+00 1.105269956074300897e+00
1.499999999999999944e-02 2.117208857651486476e+00 1.564356979931226688e+00 8.800974734007341871e-01
1.555555555555555511e-02 1.978290509343151982e+00 1.602862079322194155e+00 9.353868116901513652e-01
1.611111111111111077e-02 1.744115190159361228e+00 1.166727040174393659e+00 1.339525660776857974e+00
1.666666666666666644e-02 1.914769273774683089e+00 1.360083416446372651e+00 8.593089108531436482e-01
1.722222222222222210e-02 1.138539183712737657e+00 1.323550340216296695e+00 7.819488722722114371e-01
1.777777777777777776e-02 1.342484266937795212e+00 1.213423103413458159e+00 9.838679667532327366e-01
1.833333333333333343e-02 1.519652189602418657e+00 9.603171574017448364e-01 1.092936557817361765e+00
1.888888888888888909e-02 1.342085815718203401e+00 7.167765461876830502e-01 7.625279327145039199e-01
1.944444444444444475e-02 1.563953044531758874e+00 1.398972424540681603e+00 7.079658131367279061e-01
