# f, Suu, Svv, Sww
0.000000000000000000e+00 5.045312792459082374e-01 5.422058914346024328e-02 3.457573131888478507e-02
5.555555555555555551e-04 3.238917297359562042e+01 4.779091905105389060e+00 1.557754978888335806e+00
1.111111111111111110e-03 1.311208416215953676e+01 3.224828706994854244e+00 1.275640870889279466e+00
1.666666666666666774e-03 1.668588537317942055e+01 3.817177595025247339e+00 1.325825120914586597e+00
2.222222222222222220e-03 1.281734156551548409e+01 2.475247126102893880e+00 7.967144379442503421e-01
2.777777777777777884e-03 1.066180702380913914e+01 2.332113894158243550e+00 1.313464740311940382e+00
3.333333333333333547e-03 1.223444697903620337e+01 2.364521498509148500e+00 1.000476799651363491e+00
3.888888888888888777e-03 1.169844333754138432e+01 3.254662227724568702e+00 1.113439518988503352e+00
4.444444444444444441e-03 7.295655292252110513e+00 2.773817735969776432e+00 9.056722029129027352e-01
5.000000000000000104e-03 8.253555887548463588e+00 1.764264830395718242e+00 7.151409603655344283e-01
5.555555555555555768e-03 9.233876556312139883e+00 1.470042161191402519e+00 1.111001333886075582e+00
6.111111111111111431e-03 7.113572792872111528e+00 1.856596904657724423e+00 1.719519826082391623e+00
6.666666666666667095e-03 5.104340679054509167e+00 1.649359205330196199e+00 8.980291037322265524e-01
7.222222222222221891e-03 6.563621197334339463e+00 2.221376597048553947e+00 1.024833183950088600e+00
7.777777777777777554e-03 8.972992162774088953e+00 2.766679215200545272e+00 1.815143193482701367e+00
8.333333333333333218e-03 4.633406542443846199e+00 2.715460097960209485e+00 6.271677637856051257e-01
8.888888888888888881e-03 5.408905077445586684e+00 2.467079722413251908e+00 1.128040006364160019e+00
9.444444444444444545e-03 4.167628103412575058e+00 2.539782183446246400e+00 9.493445261574690042e-01
1.000000000000000021e-02 6.450915336868910721e+00 2.504270334924619590e+00 6.668001040322116824e-01
1.055555555555555587e-02 8.744617357710259498e+00 3.008275174480880221e+00 6.711762169154520397e-01
1.111111111111111154e-02 4.354813459270458154e+00 1.768497954207051137e+00 5.567614520251753518e-01
1.166666666666666720e-02 7.322155041413031640e+00 3.099369071306175005e+00 1.173226466909852661e+00
1.222222222222222286e-02 4.310975778967537586e+00 2.611169008961508275e+00 5.150213227302884444e-01
1.277777777777777853e-02 7.262649303383772015e+00 1.880961657965108946e+00 1.302194467524058430e+00
1.333333333333333419e-02 5.062129461541671205e+00 1.751364966863321992e+00 1.094616122467034991e+00
1.388888888888888812e-02 4.583946942394198310e+00 2.218622253970623071e+00 6.248670300905605490e-01
1.444444444444444378e-02 1.667395914350292330e+00 2.563969515088068363e+00 8.654979220411479490e-01
1.499999999999999944e-02 1.913724692051856469e+00 1.829384707077940986e+00 1.304697435818848117e+00
1.555555555555555511e-02 3.122437182709038694e+00 1.690305145406354681e+00 9.877967594143708396e-01
1.611111111111111077e-02 2.790180682671654200e+00 1.147846376549433778e+00 5.373086431922251549e-01
1.666666666666666644e-02 3.944629758631111649e+00 2.286282486247727785e+00 1.431803790500190132e+00
1.722222222222222210e-02 2.922554778770829920e+00 1.894721351934950171e+00 5.335156840884414109e-01
1.777777777777777776e-02 2.396178550386223183e+00 1.999173281872403951e+00 4.474387975898740377e-01
1.833333333333333343e-02 1.373085581304717584e+00 1.317479278999914571e+00 9.286065380490839960e-01
1.888888888888888909e-02 2.462930616288301344e+00 2.088069678334036894e+00 5.087902501889823847e-01
1.944444444444444475e-02 1.947781044688132068e+00 2.470964105490266238e+00 8.577407368035312452e-01
2.000000000000000042e-02 3.161565579646584467e+00 2.357414296387818631e+00 1.528366517215044906e+00
2.055555555555555608e-02 2.118423995751080202e+00 1.709470919424210589e+00 7.780957439867431935e-01
2.111111111111111174e-02 2.636062427609072500e+00 1.592540860022238380e+00 8.413639287152748780e-01
2.166666666666666741e-02 2.472525862096204285e+00 1.176668992449076079e+00 9.591282004025927233e-01
2.222222222222222307e-02 3.577389343444424608e+00 1.472375507138560469e+00 6.092585773704440877e-01
2.277777777777777873e-02 1.650337323131260359e+00 1.776930903467792922e+00 5.046535009452118858e-01
2.333333333333333440e-02 2.235996722438797324e+00 1.152401325553902733e+00 9.662781477731243740e-01
2.388888888888889006e-02 3.000646313353066308e+00 1.827964794030294771e+00 8.507411150905173081e-01
2.444444444444444572e-02 2.000926562154683452e+00 1.348340434990460857e+00 5.569406428129730635e-01
2.500000000000000139e-02 1.485590279101095312e+00 2.243950032555508844e+00 4.554774393132916543e-01
2.555555555555555705e-02 2.448801969692509850e+00 1.226960510289294870e+00 5.845906301310171971e-01
2.611111111111111271e-02 1.255508616879851047e+00 1.448680980933638951e+00 7.905473361908484931e-01
2.666666666666666838e-02 1.477163927002573818e+00 1.096050967047228486e+00 4.119193252826165996e-01
2.722222222222222057e-02 2.159431291306346257e+00 1.753133261890264860e+00 1.037311999894685810e+00
2.777777777777777624e-02 3.341708623555089019e+00 7.366960725762837781e-01 6.476420726115414972e-01
2.833333333333333190e-02 1.661606539530501969e+00 1.232115949933014543e+00 9.041306438079963481e-01
2.888888888888888756e-02 2.559527344328621723e+00 8.518118278099597873e-01 1.363813799856045561e+00
2.944444444444444323e-02 3.222502481771597260e+00 8.161198444733916979e-01 1.172546726014279450e+00
2.999999999999999889e-02 1.477309730407343036e+00 8.322418891569665078e-01 4.287590791324696338e-01
3.055555555555555455e-02 1.523882046339035456e+00 1.352634155298297003e+00 1.065437426037441071e+00
3.111111111111111022e-02 1.453797794287342127e+00 1.102304577748784764e+00 5.305111412921149627e-01
3.166666666666666935e-02 2.136503930868775658e+00 1.175328297322875581e+00 6.683327465583948079e-01
3.222222222222222154e-02 1.897473496002153537e+00 1.276163715182160097e+00 7.539170002786308444e-01
